Port_Name,State,Port_Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Pinecreek,Minnesota,3425,US-Canada Border,Sep-23,Bus Passengers,0,49,-95.978,POINT (-95.977694 48.999916)
Ferry,Washington,3013,US-Canada Border,Sep-23,Personal Vehicles,1147,49,-118.761,POINT (-118.761166 49.000083)
Hannah,North Dakota,3408,US-Canada Border,Sep-23,Personal Vehicle Passengers,766,49,-98.694,POINT (-98.693777 49.000138)
Ferry,Washington,3013,US-Canada Border,Sep-23,Rail Containers Empty,0,49,-118.761,POINT (-118.761166 49.000083)
Metaline Falls,Washington,3025,US-Canada Border,Sep-23,Bus Passengers,262,49,-117.299,POINT (-117.299444 48.999972)
Brownsville,Texas,2301,US-Mexico Border,Sep-23,Truck Containers Empty,9495,25.952,-97.401,POINT (-97.40067 25.95155)
El Paso,Texas,2402,US-Mexico Border,Sep-23,Truck Containers Empty,22791,31.764,-106.451,POINT (-106.451188 31.764363)
Northgate,North Dakota,3406,US-Canada Border,Sep-23,Rail Containers Empty,0,48.999,-102.275,POINT (-102.27475 48.998833)
Eastport,Idaho,3302,US-Canada Border,Sep-23,Bus Passengers,432,49.001,-116.181,POINT (-116.181027 49.000555)
Houlton,Maine,0106,US-Canada Border,Sep-23,Personal Vehicle Passengers,154654,46.135,-67.781,POINT (-67.781288 46.134879)
Roseau,Minnesota,3426,US-Canada Border,Sep-23,Truck Containers Loaded,624,49,-95.766,POINT (-95.766469 48.999538)
Walhalla,North Dakota,3407,US-Canada Border,Sep-23,Personal Vehicles,3568,49,-97.908,POINT (-97.908416 49.000472)
Antler,North Dakota,3413,US-Canada Border,Sep-23,Personal Vehicle Passengers,1350,48.999,-101.296,POINT (-101.296055 48.999472)
Ambrose,North Dakota,3410,US-Canada Border,Sep-23,Buses,0,48.999,-103.487,POINT (-103.486555 48.999305)
El Paso,Texas,2402,US-Mexico Border,Sep-23,Truck Containers Loaded,24764,31.764,-106.451,POINT (-106.451188 31.764363)
Noyes,Minnesota,3402,US-Canada Border,Sep-23,Personal Vehicles,1835,49,-97.207,POINT (-97.206601 49.000171)
El Paso,Texas,2402,US-Mexico Border,Sep-23,Pedestrians,341565,31.764,-106.451,POINT (-106.451188 31.764363)
Porthill,Idaho,3308,US-Canada Border,Sep-23,Trains,0,49,-116.499,POINT (-116.49925 48.999861)
Pinecreek,Minnesota,3425,US-Canada Border,Sep-23,Truck Containers Empty,0,49,-95.978,POINT (-95.977694 48.999916)
Presidio,Texas,2403,US-Mexico Border,Sep-23,Buses,33,29.562,-104.395,POINT (-104.394907 29.561827)
Roosville,Montana,3318,US-Canada Border,Sep-23,Train Passengers,0,49,-115.056,POINT (-115.056027 48.999638)
Boundary,Washington,3015,US-Canada Border,Sep-23,Rail Containers Empty,0,49.001,-117.628,POINT (-117.627583 49.00075)
Noonan,North Dakota,3420,US-Canada Border,Sep-23,Rail Containers Loaded,0,48.999,-103.004,POINT (-103.004361 48.999333)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep-23,Trains,46,46.509,-84.361,POINT (-84.360833 46.508611)
Alcan,Alaska,3104,US-Canada Border,Sep-23,Trains,0,62.615,-141.001,POINT (-141.001444 62.614961)
Roosville,Montana,3318,US-Canada Border,Sep-23,Rail Containers Empty,0,49,-115.056,POINT (-115.056027 48.999638)
Warroad,Minnesota,3423,US-Canada Border,Sep-23,Rail Containers Loaded,0,48.999,-95.377,POINT (-95.376555 48.999)
Dunseith,North Dakota,3422,US-Canada Border,Sep-23,Trains,0,48.999,-100.052,POINT (-100.052166 48.999277)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Sep-23,Truck Containers Loaded,0,43.095,-79.056,POINT (-79.055847 43.09549)
Port Huron,Michigan,3802,US-Canada Border,Sep-23,Personal Vehicle Passengers,374706,42.999,-82.424,POINT (-82.423611 42.998611)
Port Huron,Michigan,3802,US-Canada Border,Sep-23,Rail Containers Empty,5449,42.999,-82.424,POINT (-82.423611 42.998611)
Dalton Cache,Alaska,3106,US-Canada Border,Sep-23,Trucks,48,59.451,-136.362,POINT (-136.361944 59.450556)
Noyes,Minnesota,3402,US-Canada Border,Sep-23,Truck Containers Empty,0,49,-97.207,POINT (-97.206601 49.000171)
Dalton Cache,Alaska,3106,US-Canada Border,Sep-23,Bus Passengers,346,59.451,-136.362,POINT (-136.361944 59.450556)
Rio Grande City,Texas,2307,US-Mexico Border,Sep-23,Rail Containers Loaded,0,26.366,-98.803,POINT (-98.802513 26.365761)
Naco,Arizona,2603,US-Mexico Border,Sep-23,Personal Vehicles,24697,31.334,-109.948,POINT (-109.948413 31.334084)
Derby Line,Vermont,0209,US-Canada Border,Sep-23,Trains,0,45.006,-72.099,POINT (-72.099279 45.005739)
Maida,North Dakota,3416,US-Canada Border,Sep-23,Pedestrians,0,49,-98.365,POINT (-98.36525 49.00025)
Warroad,Minnesota,3423,US-Canada Border,Sep-23,Truck Containers Empty,455,48.999,-95.377,POINT (-95.376555 48.999)
Antler,North Dakota,3413,US-Canada Border,Sep-23,Trucks,49,48.999,-101.296,POINT (-101.296055 48.999472)
Tornillo,Texas,2404,US-Mexico Border,Sep-23,Rail Containers Empty,0,31.435,-106.143,POINT (-106.142669 31.435334)
Noyes,Minnesota,3402,US-Canada Border,Sep-23,Bus Passengers,183,49,-97.207,POINT (-97.206601 49.000171)
Neche,North Dakota,3404,US-Canada Border,Sep-23,Bus Passengers,0,49.001,-97.557,POINT (-97.557333 49.000527)
Maida,North Dakota,3416,US-Canada Border,Sep-23,Truck Containers Empty,0,49,-98.365,POINT (-98.36525 49.00025)
Norton,Vermont,0211,US-Canada Border,Sep-23,Truck Containers Empty,82,45.011,-71.793,POINT (-71.793219 45.010771)
Ferry,Washington,3013,US-Canada Border,Sep-23,Trains,0,49,-118.761,POINT (-118.761166 49.000083)
Otay Mesa,California,2506,US-Mexico Border,Sep-23,Truck Containers Empty,23054,32.55,-116.939,POINT (-116.938538 32.55033)
Portal,North Dakota,3403,US-Canada Border,Sep-23,Truck Containers Loaded,0,48.999,-102.552,POINT (-102.551944 48.998944)
Norton,Vermont,0211,US-Canada Border,Sep-23,Personal Vehicle Passengers,21282,45.011,-71.793,POINT (-71.793219 45.010771)
Houlton,Maine,0106,US-Canada Border,Sep-23,Train Passengers,0,46.135,-67.781,POINT (-67.781288 46.134879)
Portland,Maine,0101,US-Canada Border,Sep-23,Personal Vehicle Passengers,0,43.659,-70.243,POINT (-70.243056 43.659444)
Turner,Montana,3306,US-Canada Border,Sep-23,Buses,12,49,-108.388,POINT (-108.387916 48.999527)
Bridgewater,Maine,0127,US-Canada Border,Sep-23,Rail Containers Loaded,0,46.45,-67.785,POINT (-67.78484 46.450335)
Grand Portage,Minnesota,3613,US-Canada Border,Sep-23,Bus Passengers,3245,48.001,-89.585,POINT (-89.58515 48.001427)
Trout River,New York,0715,US-Canada Border,Sep-23,Rail Containers Empty,0,44.992,-74.308,POINT (-74.308172 44.992058)
Alcan,Alaska,3104,US-Canada Border,Sep-23,Buses,259,62.615,-141.001,POINT (-141.001444 62.614961)
Tornillo,Texas,2404,US-Mexico Border,Sep-23,Rail Containers Empty,0,31.435,-106.143,POINT (-106.142669 31.435334)
Noyes,Minnesota,3402,US-Canada Border,Sep-23,Bus Passengers,955,49,-97.207,POINT (-97.206601 49.000171)
Fortuna,North Dakota,3417,US-Canada Border,Sep-23,Truck Containers Loaded,0,49,-103.809,POINT (-103.80925 48.999555)
Maida,North Dakota,3416,US-Canada Border,Sep-23,Train Passengers,0,49,-98.365,POINT (-98.36525 49.00025)
Scobey,Montana,3309,US-Canada Border,Sep-23,Personal Vehicles,1157,49,-105.408,POINT (-105.407638 48.999527)
Fortuna,North Dakota,3417,US-Canada Border,Sep-23,Bus Passengers,296,49,-103.809,POINT (-103.80925 48.999555)
Fort Fairfield,Maine,0107,US-Canada Border,Sep-23,Truck Containers Empty,0,46.765,-67.789,POINT (-67.789471 46.765323)
Portland,Maine,0101,US-Canada Border,Sep-23,Pedestrians,0,43.659,-70.243,POINT (-70.243056 43.659444)
Houlton,Maine,0106,US-Canada Border,Sep-23,Personal Vehicle Passengers,85488,46.135,-67.781,POINT (-67.781288 46.134879)
Sarles,North Dakota,3409,US-Canada Border,Sep-23,Personal Vehicle Passengers,846,49,-98.938,POINT (-98.938361 49.000027)
Grand Portage,Minnesota,3613,US-Canada Border,Sep-23,Train Passengers,0,48.001,-89.585,POINT (-89.58515 48.001427)
Turner,Montana,3306,US-Canada Border,Sep-23,Trucks,57,49,-108.388,POINT (-108.387916 48.999527)
Piegan,Montana,3316,US-Canada Border,Sep-23,Truck Containers Empty,50,48.998,-113.379,POINT (-113.378777 48.998083)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep-23,Personal Vehicles,123299,46.509,-84.361,POINT (-84.360833 46.508611)
Otay Mesa,California,2506,US-Mexico Border,Sep-23,Rail Containers Loaded,0,32.55,-116.939,POINT (-116.938538 32.55033)
Noyes,Minnesota,3402,US-Canada Border,Sep-23,Truck Containers Empty,0,49,-97.207,POINT (-97.206601 49.000171)
Madawaska,Maine,0109,US-Canada Border,Sep-23,Personal Vehicles,72209,47.36,-68.329,POINT (-68.328684 47.360052)
Santa Teresa,New Mexico,2408,US-Mexico Border,Sep-23,Personal Vehicle Passengers,7090,31.784,-106.679,POINT (-106.679437 31.783939)
Bridgewater,Maine,0127,US-Canada Border,Sep-23,Rail Containers Empty,0,46.45,-67.785,POINT (-67.78484 46.450335)
Noyes,Minnesota,3402,US-Canada Border,Sep-23,Trains,58,49,-97.207,POINT (-97.206601 49.000171)
Van Buren,Maine,0108,US-Canada Border,Sep-23,Personal Vehicles,27759,47.16,-67.931,POINT (-67.930799 47.159645)
Hidalgo,Texas,2305,US-Mexico Border,Sep-23,Trucks,19958,26.095,-98.271,POINT (-98.271092 26.095032)
Otay Mesa,California,2506,US-Mexico Border,Sep-23,Personal Vehicle Passengers,646232,32.55,-116.939,POINT (-116.938538 32.55033)
Del Rio,Texas,2302,US-Mexico Border,Sep-23,Trucks,3065,29.327,-100.928,POINT (-100.927612 29.326784)
Alcan,Alaska,3104,US-Canada Border,Sep-23,Personal Vehicle Passengers,1800,62.615,-141.001,POINT (-141.001444 62.614961)
Sarles,North Dakota,3409,US-Canada Border,Sep-23,Bus Passengers,0,49,-98.938,POINT (-98.938361 49.000027)
St John,North Dakota,3405,US-Canada Border,Sep-23,Rail Containers Empty,0,48.999,-99.659,POINT (-99.659111 48.999277)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Sep-23,Rail Containers Empty,0,43.095,-79.056,POINT (-79.055847 43.09549)
Frontier,Washington,3020,US-Canada Border,Sep-23,Rail Containers Loaded,0,49,-117.832,POINT (-117.831527 49.0005)
Noonan,North Dakota,3420,US-Canada Border,Sep-23,Personal Vehicles,2824,48.999,-103.004,POINT (-103.004361 48.999333)
Skagway,Alaska,3103,US-Canada Border,Sep-23,Buses,1676,59.63,-135.164,POINT (-135.164444 59.629722)
Derby Line,Vermont,0209,US-Canada Border,Sep-23,Buses,224,45.006,-72.099,POINT (-72.099279 45.005739)
Vanceboro,Maine,0105,US-Canada Border,Sep-23,Rail Containers Loaded,35,45.569,-67.429,POINT (-67.428541 45.568761)
Dunseith,North Dakota,3422,US-Canada Border,Sep-23,Trains,0,48.999,-100.052,POINT (-100.052166 48.999277)
Nighthawk,Washington,3011,US-Canada Border,Sep-23,Rail Containers Loaded,0,49,-119.671,POINT (-119.67103 49.000144)
Neche,North Dakota,3404,US-Canada Border,Sep-23,Personal Vehicle Passengers,4386,49.001,-97.557,POINT (-97.557333 49.000527)
Danville,Washington,3012,US-Canada Border,Sep-23,Rail Containers Empty,0,49,-118.504,POINT (-118.503722 49.000083)
Blaine,Washington,3004,US-Canada Border,Sep-23,Pedestrians,1193,48.994,-122.749,POINT (-122.748884 48.994045)
Detroit,Michigan,3801,US-Canada Border,Sep-23,Rail Containers Loaded,0,42.332,-83.048,POINT (-83.047924 42.331685)
Tornillo,Texas,2404,US-Mexico Border,Sep-23,Rail Containers Empty,0,31.435,-106.143,POINT (-106.142669 31.435334)
Port Huron,Michigan,3802,US-Canada Border,Sep-23,Buses,200,42.999,-82.424,POINT (-82.423611 42.998611)
Opheim,Montana,3317,US-Canada Border,Sep-23,Trucks,57,49,-106.378,POINT (-106.377583 48.999527)
San Ysidro,California,2504,US-Mexico Border,Sep-23,Trains,0,32.543,-117.029,POINT (-117.028761 32.542528)
Andrade,California,2502,US-Mexico Border,Sep-23,Truck Containers Loaded,124,32.718,-114.728,POINT (-114.72832 32.718143)
Douglas,Arizona,2601,US-Mexico Border,Sep-23,Truck Containers Loaded,695,31.334,-109.56,POINT (-109.560344 31.334043)
Trout River,New York,0715,US-Canada Border,Sep-23,Pedestrians,309,44.992,-74.308,POINT (-74.308172 44.992058)
Hannah,North Dakota,3408,US-Canada Border,Sep-23,Personal Vehicles,596,49,-98.694,POINT (-98.693777 49.000138)
Tornillo,Texas,2404,US-Mexico Border,Sep-23,Trains,0,31.435,-106.143,POINT (-106.142669 31.435334)
Westhope,North Dakota,3419,US-Canada Border,Sep-23,Pedestrians,0,49,-101.017,POINT (-101.017277 48.999611)
Tornillo,Texas,2404,US-Mexico Border,Sep-23,Buses,0,31.435,-106.143,POINT (-106.142669 31.435334)
Del Rio,Texas,2302,US-Mexico Border,Sep-23,Rail Containers Loaded,0,29.327,-100.928,POINT (-100.927612 29.326784)
Antler,North Dakota,3413,US-Canada Border,Sep-23,Buses,0,48.999,-101.296,POINT (-101.296055 48.999472)
Grand Portage,Minnesota,3613,US-Canada Border,Sep-23,Truck Containers Loaded,1660,48.001,-89.585,POINT (-89.58515 48.001427)
Port Huron,Michigan,3802,US-Canada Border,Sep-23,Buses,528,42.999,-82.424,POINT (-82.423611 42.998611)
Progreso,Texas,2309,US-Mexico Border,Sep-23,Train Passengers,0,26.062,-97.95,POINT (-97.949958 26.062133)
Blaine,Washington,3004,US-Canada Border,Sep-23,Bus Passengers,30910,48.994,-122.749,POINT (-122.748884 48.994045)
Tecate,California,2505,US-Mexico Border,Sep-23,Bus Passengers,1012,32.576,-116.626,POINT (-116.626216 32.576428)
Pinecreek,Minnesota,3425,US-Canada Border,Sep-23,Personal Vehicle Passengers,1482,49,-95.978,POINT (-95.977694 48.999916)
Del Bonita,Montana,3322,US-Canada Border,Sep-23,Truck Containers Empty,19,48.999,-112.788,POINT (-112.78825 48.998555)
Maida,North Dakota,3416,US-Canada Border,Sep-23,Pedestrians,0,49,-98.365,POINT (-98.36525 49.00025)
Port Huron,Michigan,3802,US-Canada Border,Sep-23,Truck Containers Loaded,48160,42.999,-82.424,POINT (-82.423611 42.998611)
San Luis,Arizona,2608,US-Mexico Border,Sep-23,Buses,4,32.485,-114.782,POINT (-114.7822222 32.485)
Carbury,North Dakota,3421,US-Canada Border,Sep-23,Personal Vehicle Passengers,1695,48.999,-100.556,POINT (-100.555805 48.999416)
Hidalgo,Texas,2305,US-Mexico Border,Sep-23,Trains,0,26.095,-98.271,POINT (-98.271092 26.095032)
Calexico East,California,2507,US-Mexico Border,Sep-23,Rail Containers Loaded,0,32.673,-115.388,POINT (-115.388018 32.673389)
Hannah,North Dakota,3408,US-Canada Border,Sep-23,Rail Containers Empty,0,49,-98.694,POINT (-98.693777 49.000138)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep-23,Pedestrians,0,46.509,-84.361,POINT (-84.360833 46.508611)
Brownsville,Texas,2301,US-Mexico Border,Sep-23,Personal Vehicle Passengers,1358821,25.952,-97.401,POINT (-97.40067 25.95155)
Hansboro,North Dakota,3415,US-Canada Border,Sep-23,Train Passengers,0,49,-99.347,POINT (-99.346527 48.999583)
Skagway,Alaska,3103,US-Canada Border,Sep-23,Train Passengers,6020,59.63,-135.164,POINT (-135.164444 59.629722)
Oroville,Washington,3019,US-Canada Border,Sep-23,Rail Containers Empty,0,49,-119.462,POINT (-119.461833 49.000083)
Fort Kent,Maine,0110,US-Canada Border,Sep-23,Truck Containers Loaded,127,47.249,-68.604,POINT (-68.603918 47.249206)
Danville,Washington,3012,US-Canada Border,Sep-23,Rail Containers Empty,0,49,-118.504,POINT (-118.503722 49.000083)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Sep-23,Truck Containers Empty,0,43.095,-79.056,POINT (-79.055847 43.09549)
Hidalgo,Texas,2305,US-Mexico Border,Sep-23,Pedestrians,187736,26.095,-98.271,POINT (-98.271092 26.095032)
Ferry,Washington,3013,US-Canada Border,Sep-23,Trains,0,49,-118.761,POINT (-118.761166 49.000083)
St John,North Dakota,3405,US-Canada Border,Sep-23,Rail Containers Loaded,0,48.999,-99.659,POINT (-99.659111 48.999277)
Sweetgrass,Montana,3310,US-Canada Border,Sep-23,Pedestrians,1234,48.998,-111.96,POINT (-111.959611 48.998388)
Alcan,Alaska,3104,US-Canada Border,Sep-23,Bus Passengers,8,62.615,-141.001,POINT (-141.001444 62.614961)
Roseau,Minnesota,3426,US-Canada Border,Sep-23,Buses,1,49,-95.766,POINT (-95.766469 48.999538)
Maida,North Dakota,3416,US-Canada Border,Sep-23,Train Passengers,0,49,-98.365,POINT (-98.36525 49.00025)
Nighthawk,Washington,3011,US-Canada Border,Sep-23,Rail Containers Loaded,0,49,-119.671,POINT (-119.67103 49.000144)
Opheim,Montana,3317,US-Canada Border,Sep-23,Truck Containers Loaded,0,49,-106.378,POINT (-106.377583 48.999527)
Sasabe,Arizona,2606,US-Mexico Border,Sep-23,Train Passengers,0,31.483,-111.544,POINT (-111.544363 31.483039)
Del Bonita,Montana,3322,US-Canada Border,Sep-23,Truck Containers Loaded,57,48.999,-112.788,POINT (-112.78825 48.998555)
Alcan,Alaska,3104,US-Canada Border,Sep-23,Truck Containers Empty,0,62.615,-141.001,POINT (-141.001444 62.614961)
Vanceboro,Maine,0105,US-Canada Border,Sep-23,Rail Containers Empty,0,45.569,-67.429,POINT (-67.428541 45.568761)
Tornillo,Texas,2404,US-Mexico Border,Sep-23,Truck Containers Loaded,0,31.435,-106.143,POINT (-106.142669 31.435334)
Douglas,Arizona,2601,US-Mexico Border,Sep-23,Bus Passengers,300,31.334,-109.56,POINT (-109.560344 31.334043)
Champlain Rouses Point,New York,0712,US-Canada Border,Sep-23,Bus Passengers,30529,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Richford,Vermont,0203,US-Canada Border,Sep-23,Rail Containers Loaded,0,45.012,-72.589,POINT (-72.588559 45.01174)
Tornillo,Texas,2404,US-Mexico Border,Sep-23,Rail Containers Loaded,0,31.435,-106.143,POINT (-106.142669 31.435334)
Port Huron,Michigan,3802,US-Canada Border,Sep-23,Train Passengers,2875,42.999,-82.424,POINT (-82.423611 42.998611)
Douglas,Arizona,2601,US-Mexico Border,Sep-23,Rail Containers Empty,0,31.334,-109.56,POINT (-109.560344 31.334043)
Laurier,Washington,3016,US-Canada Border,Sep-23,Rail Containers Empty,0,49,-118.224,POINT (-118.223777 49.000083)
Presidio,Texas,2403,US-Mexico Border,Sep-23,Pedestrians,1034,29.562,-104.395,POINT (-104.394907 29.561827)
Trout River,New York,0715,US-Canada Border,Sep-23,Truck Containers Empty,0,44.992,-74.308,POINT (-74.308172 44.992058)
Bridgewater,Maine,0127,US-Canada Border,Sep-23,Buses,0,46.45,-67.785,POINT (-67.78484 46.450335)
Sasabe,Arizona,2606,US-Mexico Border,Sep-23,Train Passengers,0,31.483,-111.544,POINT (-111.544363 31.483039)
Carbury,North Dakota,3421,US-Canada Border,Sep-23,Buses,0,48.999,-100.556,POINT (-100.555805 48.999416)
Vanceboro,Maine,0105,US-Canada Border,Sep-23,Trucks,427,45.569,-67.429,POINT (-67.428541 45.568761)
Sherwood,North Dakota,3414,US-Canada Border,Sep-23,Train Passengers,0,48.999,-101.628,POINT (-101.627527 48.999305)
Roma,Texas,2310,US-Mexico Border,Sep-23,Bus Passengers,5031,26.404,-99.019,POINT (-99.018981 26.403928)
Madawaska,Maine,0109,US-Canada Border,Sep-23,Truck Containers Loaded,569,47.36,-68.329,POINT (-68.328684 47.360052)
Frontier,Washington,3020,US-Canada Border,Sep-23,Truck Containers Empty,0,49,-117.832,POINT (-117.831527 49.0005)
Columbus,New Mexico,2406,US-Mexico Border,Sep-23,Rail Containers Empty,0,31.784,-107.628,POINT (-107.627948 31.783742)
Morgan,Montana,3319,US-Canada Border,Sep-23,Truck Containers Empty,0,49,-107.832,POINT (-107.831819 48.999829)
St John,North Dakota,3405,US-Canada Border,Sep-23,Trucks,96,48.999,-99.659,POINT (-99.659111 48.999277)
Columbus,New Mexico,2406,US-Mexico Border,Sep-23,Truck Containers Empty,46,31.784,-107.628,POINT (-107.627948 31.783742)
San Luis,Arizona,2608,US-Mexico Border,Sep-23,Truck Containers Loaded,1329,32.485,-114.782,POINT (-114.7822222 32.485)
Walhalla,North Dakota,3407,US-Canada Border,Sep-23,Personal Vehicles,3890,49,-97.908,POINT (-97.908416 49.000472)
San Ysidro,California,2504,US-Mexico Border,Sep-23,Rail Containers Loaded,0,32.543,-117.029,POINT (-117.028761 32.542528)
Trout River,New York,0715,US-Canada Border,Sep-23,Personal Vehicle Passengers,33324,44.992,-74.308,POINT (-74.308172 44.992058)
Northgate,North Dakota,3406,US-Canada Border,Sep-23,Bus Passengers,206,48.999,-102.275,POINT (-102.27475 48.998833)
Norton,Vermont,0211,US-Canada Border,Sep-23,Truck Containers Loaded,1396,45.011,-71.793,POINT (-71.793219 45.010771)
Bridgewater,Maine,0127,US-Canada Border,Sep-23,Truck Containers Empty,0,46.45,-67.785,POINT (-67.78484 46.450335)
Houlton,Maine,0106,US-Canada Border,Sep-23,Truck Containers Empty,0,46.135,-67.781,POINT (-67.781288 46.134879)
Porthill,Idaho,3308,US-Canada Border,Sep-23,Rail Containers Loaded,0,49,-116.499,POINT (-116.49925 48.999861)
Northgate,North Dakota,3406,US-Canada Border,Sep-23,Truck Containers Empty,0,48.999,-102.275,POINT (-102.27475 48.998833)
Northgate,North Dakota,3406,US-Canada Border,Sep-23,Personal Vehicles,1986,48.999,-102.275,POINT (-102.27475 48.998833)
Naco,Arizona,2603,US-Mexico Border,Sep-23,Personal Vehicle Passengers,57463,31.334,-109.948,POINT (-109.948413 31.334084)
Maida,North Dakota,3416,US-Canada Border,Sep-23,Trucks,100,49,-98.365,POINT (-98.36525 49.00025)
Brownsville,Texas,2301,US-Mexico Border,Sep-23,Trucks,19013,25.952,-97.401,POINT (-97.40067 25.95155)
Neche,North Dakota,3404,US-Canada Border,Sep-23,Trains,0,49.001,-97.557,POINT (-97.557333 49.000527)
Sumas,Washington,3009,US-Canada Border,Sep-23,Trucks,7638,49.002,-122.265,POINT (-122.264805 49.002388)
Oroville,Washington,3019,US-Canada Border,Sep-23,Trains,0,49,-119.462,POINT (-119.461833 49.000083)
Andrade,California,2502,US-Mexico Border,Sep-23,Train Passengers,0,32.718,-114.728,POINT (-114.72832 32.718143)
Whitetail,Montana,3312,US-Canada Border,Sep-23,Trucks,22,48.999,-105.162,POINT (-105.162324 48.999347)
Scobey,Montana,3309,US-Canada Border,Sep-23,Truck Containers Empty,0,49,-105.408,POINT (-105.407638 48.999527)
Sherwood,North Dakota,3414,US-Canada Border,Sep-23,Trucks,136,48.999,-101.628,POINT (-101.627527 48.999305)
Noyes,Minnesota,3402,US-Canada Border,Sep-23,Trains,138,49,-97.207,POINT (-97.206601 49.000171)
Santa Teresa,New Mexico,2408,US-Mexico Border,Sep-23,Buses,0,31.784,-106.679,POINT (-106.679437 31.783939)
Douglas,Arizona,2601,US-Mexico Border,Sep-23,Truck Containers Empty,1311,31.334,-109.56,POINT (-109.560344 31.334043)
Champlain Rouses Point,New York,0712,US-Canada Border,Sep-23,Personal Vehicles,55060,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
