Port_Name,State,Port_Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Roma,Texas,2310,US-Mexico Border,Oct-23,Personal Vehicle Passengers,332112,26.404,-99.019,POINT (-99.018981 26.403928)
Maida,North Dakota,3416,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-98.365,POINT (-98.36525 49.00025)
Boundary,Washington,3015,US-Canada Border,Oct-23,Bus Passengers,0,49.001,-117.628,POINT (-117.627583 49.00075)
Raymond,Montana,3301,US-Canada Border,Oct-23,Truck Containers Empty,99,48.999,-104.574,POINT (-104.574333 48.999194)
Fort Fairfield,Maine,0107,US-Canada Border,Oct-23,Rail Containers Loaded,0,46.765,-67.789,POINT (-67.789471 46.765323)
Santa Teresa,New Mexico,2408,US-Mexico Border,Oct-23,Rail Containers Loaded,0,31.784,-106.679,POINT (-106.679437 31.783939)
Sasabe,Arizona,2606,US-Mexico Border,Oct-23,Truck Containers Empty,0,31.483,-111.544,POINT (-111.544363 31.483039)
Portland,Maine,0101,US-Canada Border,Oct-23,Pedestrians,2978,43.659,-70.243,POINT (-70.243056 43.659444)
Sweetgrass,Montana,3310,US-Canada Border,Oct-23,Personal Vehicles,26323,48.998,-111.96,POINT (-111.959611 48.998388)
Turner,Montana,3306,US-Canada Border,Oct-23,Trains,0,49,-108.388,POINT (-108.387916 48.999527)
Hannah,North Dakota,3408,US-Canada Border,Oct-23,Buses,1,49,-98.694,POINT (-98.693777 49.000138)
Nogales,Arizona,2604,US-Mexico Border,Oct-23,Trains,47,31.333,-110.943,POINT (-110.942516 31.332839)
Beecher Falls,Vermont,0206,US-Canada Border,Oct-23,Pedestrians,4,45.013,-71.505,POINT (-71.505309 45.013411)
Laurier,Washington,3016,US-Canada Border,Oct-23,Train Passengers,68,49,-118.224,POINT (-118.223777 49.000083)
Alexandria Bay,New York,0708,US-Canada Border,Oct-23,Pedestrians,0,44.347,-75.984,POINT (-75.983592 44.347229)
Walhalla,North Dakota,3407,US-Canada Border,Oct-23,Trucks,713,49,-97.908,POINT (-97.908416 49.000472)
Progreso,Texas,2309,US-Mexico Border,Oct-23,Personal Vehicles,93966,26.062,-97.95,POINT (-97.949958 26.062133)
Fortuna,North Dakota,3417,US-Canada Border,Oct-23,Rail Containers Loaded,0,49,-103.809,POINT (-103.80925 48.999555)
Highgate Springs,Vermont,0212,US-Canada Border,Oct-23,Truck Containers Empty,0,45.015,-73.085,POINT (-73.085037 45.015414)
Roosville,Montana,3318,US-Canada Border,Oct-23,Trucks,1485,49,-115.056,POINT (-115.056027 48.999638)
Calais,Maine,0115,US-Canada Border,Oct-23,Bus Passengers,591,45.189,-67.275,POINT (-67.275381 45.188548)
Noonan,North Dakota,3420,US-Canada Border,Oct-23,Personal Vehicles,3670,48.999,-103.004,POINT (-103.004361 48.999333)
Scobey,Montana,3309,US-Canada Border,Oct-23,Trains,0,49,-105.408,POINT (-105.407638 48.999527)
Frontier,Washington,3020,US-Canada Border,Oct-23,Pedestrians,702,49,-117.832,POINT (-117.831527 49.0005)
Walhalla,North Dakota,3407,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-97.908,POINT (-97.908416 49.000472)
Walhalla,North Dakota,3407,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-97.908,POINT (-97.908416 49.000472)
Neche,North Dakota,3404,US-Canada Border,Oct-23,Rail Containers Loaded,0,49.001,-97.557,POINT (-97.557333 49.000527)
Opheim,Montana,3317,US-Canada Border,Oct-23,Bus Passengers,0,49,-106.378,POINT (-106.377583 48.999527)
St John,North Dakota,3405,US-Canada Border,Oct-23,Personal Vehicles,2129,48.999,-99.659,POINT (-99.659111 48.999277)
Calexico East,California,2507,US-Mexico Border,Oct-23,Trains,0,32.673,-115.388,POINT (-115.388018 32.673389)
Beecher Falls,Vermont,0206,US-Canada Border,Oct-23,Buses,0,45.013,-71.505,POINT (-71.505309 45.013411)
Maida,North Dakota,3416,US-Canada Border,Oct-23,Rail Containers Loaded,0,49,-98.365,POINT (-98.36525 49.00025)
Northgate,North Dakota,3406,US-Canada Border,Oct-23,Truck Containers Loaded,0,48.999,-102.275,POINT (-102.27475 48.998833)
Detroit,Michigan,3801,US-Canada Border,Oct-23,Personal Vehicles,700713,42.332,-83.048,POINT (-83.047924 42.331685)
Calais,Maine,0115,US-Canada Border,Oct-23,Rail Containers Loaded,63,45.189,-67.275,POINT (-67.275381 45.188548)
Port Huron,Michigan,3802,US-Canada Border,Oct-23,Truck Containers Loaded,51806,42.999,-82.424,POINT (-82.423611 42.998611)
Columbus,New Mexico,2406,US-Mexico Border,Oct-23,Pedestrians,13082,31.784,-107.628,POINT (-107.627948 31.783742)
Douglas,Arizona,2601,US-Mexico Border,Oct-23,Truck Containers Loaded,821,31.334,-109.56,POINT (-109.560344 31.334043)
Antler,North Dakota,3413,US-Canada Border,Oct-23,Train Passengers,0,48.999,-101.296,POINT (-101.296055 48.999472)
Turner,Montana,3306,US-Canada Border,Oct-23,Trains,0,49,-108.388,POINT (-108.387916 48.999527)
Ambrose,North Dakota,3410,US-Canada Border,Oct-23,Personal Vehicle Passengers,1003,48.999,-103.487,POINT (-103.486555 48.999305)
Rio Grande City,Texas,2307,US-Mexico Border,Oct-23,Truck Containers Loaded,564,26.366,-98.803,POINT (-98.802513 26.365761)
Maida,North Dakota,3416,US-Canada Border,Oct-23,Truck Containers Empty,0,49,-98.365,POINT (-98.36525 49.00025)
Fortuna,North Dakota,3417,US-Canada Border,Oct-23,Personal Vehicles,1118,49,-103.809,POINT (-103.80925 48.999555)
Otay Mesa,California,2506,US-Mexico Border,Oct-23,Trains,23,32.55,-116.939,POINT (-116.938538 32.55033)
Alexandria Bay,New York,0708,US-Canada Border,Oct-23,Truck Containers Empty,0,44.347,-75.984,POINT (-75.983592 44.347229)
Portland,Maine,0101,US-Canada Border,Oct-23,Bus Passengers,0,43.659,-70.243,POINT (-70.243056 43.659444)
Derby Line,Vermont,0209,US-Canada Border,Oct-23,Bus Passengers,4928,45.006,-72.099,POINT (-72.099279 45.005739)
Calexico,California,2503,US-Mexico Border,Oct-23,Truck Containers Empty,8901,32.673,-115.388,POINT (-115.388018 32.673389)
Highgate Springs,Vermont,0212,US-Canada Border,Oct-23,Bus Passengers,4370,45.015,-73.085,POINT (-73.085037 45.015414)
Hansboro,North Dakota,3415,US-Canada Border,Oct-23,Train Passengers,0,49,-99.347,POINT (-99.346527 48.999583)
Portal,North Dakota,3403,US-Canada Border,Oct-23,Trucks,6703,48.999,-102.552,POINT (-102.551944 48.998944)
Kenneth G Ward,Washington,3023,US-Canada Border,Oct-23,Trucks,2114,49.002,-122.485,POINT (-122.485027 49.002277)
Ferry,Washington,3013,US-Canada Border,Oct-23,Personal Vehicles,1046,49,-118.761,POINT (-118.761166 49.000083)
Ambrose,North Dakota,3410,US-Canada Border,Oct-23,Rail Containers Empty,0,48.999,-103.487,POINT (-103.486555 48.999305)
Point Roberts,Washington,3017,US-Canada Border,Oct-23,Buses,96,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Beecher Falls,Vermont,0206,US-Canada Border,Oct-23,Pedestrians,9,45.013,-71.505,POINT (-71.505309 45.013411)
Fortuna,North Dakota,3417,US-Canada Border,Oct-23,Rail Containers Loaded,0,49,-103.809,POINT (-103.80925 48.999555)
Nogales,Arizona,2604,US-Mexico Border,Oct-23,Train Passengers,0,31.333,-110.943,POINT (-110.942516 31.332839)
Beecher Falls,Vermont,0206,US-Canada Border,Oct-23,Truck Containers Loaded,0,45.013,-71.505,POINT (-71.505309 45.013411)
Piegan,Montana,3316,US-Canada Border,Oct-23,Buses,1,48.998,-113.379,POINT (-113.378777 48.998083)
Whitetail,Montana,3312,US-Canada Border,Oct-23,Rail Containers Loaded,0,48.999,-105.162,POINT (-105.162324 48.999347)
Raymond,Montana,3301,US-Canada Border,Oct-23,Train Passengers,0,48.999,-104.574,POINT (-104.574333 48.999194)
Dalton Cache,Alaska,3106,US-Canada Border,Oct-23,Personal Vehicle Passengers,2069,59.451,-136.362,POINT (-136.361944 59.450556)
Fort Kent,Maine,0110,US-Canada Border,Oct-23,Personal Vehicles,25499,47.249,-68.604,POINT (-68.603918 47.249206)
Frontier,Washington,3020,US-Canada Border,Oct-23,Buses,35,49,-117.832,POINT (-117.831527 49.0005)
Fort Kent,Maine,0110,US-Canada Border,Oct-23,Personal Vehicles,28965,47.249,-68.604,POINT (-68.603918 47.249206)
Blaine,Washington,3004,US-Canada Border,Oct-23,Bus Passengers,49243,48.994,-122.749,POINT (-122.748884 48.994045)
Pinecreek,Minnesota,3425,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-95.978,POINT (-95.977694 48.999916)
Sherwood,North Dakota,3414,US-Canada Border,Oct-23,Personal Vehicle Passengers,2978,48.999,-101.628,POINT (-101.627527 48.999305)
Beecher Falls,Vermont,0206,US-Canada Border,Oct-23,Buses,6,45.013,-71.505,POINT (-71.505309 45.013411)
Roosville,Montana,3318,US-Canada Border,Oct-23,Rail Containers Loaded,0,49,-115.056,POINT (-115.056027 48.999638)
Portland,Maine,0101,US-Canada Border,Oct-23,Buses,15,43.659,-70.243,POINT (-70.243056 43.659444)
Pinecreek,Minnesota,3425,US-Canada Border,Oct-23,Personal Vehicles,403,49,-95.978,POINT (-95.977694 48.999916)
Turner,Montana,3306,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-108.388,POINT (-108.387916 48.999527)
Kenneth G Ward,Washington,3023,US-Canada Border,Oct-23,Trains,0,49.002,-122.485,POINT (-122.485027 49.002277)
Oroville,Washington,3019,US-Canada Border,Oct-23,Personal Vehicle Passengers,42215,49,-119.462,POINT (-119.461833 49.000083)
Laredo,Texas,2304,US-Mexico Border,Oct-23,Personal Vehicles,473000,27.5,-99.507,POINT (-99.507412 27.499561)
Houlton,Maine,0106,US-Canada Border,Oct-23,Trucks,9283,46.135,-67.781,POINT (-67.781288 46.134879)
Van Buren,Maine,0108,US-Canada Border,Oct-23,Trucks,1200,47.16,-67.931,POINT (-67.930799 47.159645)
Nighthawk,Washington,3011,US-Canada Border,Oct-23,Pedestrians,75,49,-119.671,POINT (-119.67103 49.000144)
Roseau,Minnesota,3426,US-Canada Border,Oct-23,Truck Containers Empty,292,49,-95.766,POINT (-95.766469 48.999538)
Ferry,Washington,3013,US-Canada Border,Oct-23,Truck Containers Loaded,0,49,-118.761,POINT (-118.761166 49.000083)
Pembina,North Dakota,3401,US-Canada Border,Oct-23,Buses,238,49,-97.237,POINT (-97.237036 49.000453)
Trout River,New York,0715,US-Canada Border,Oct-23,Personal Vehicles,27136,44.992,-74.308,POINT (-74.308172 44.992058)
Northgate,North Dakota,3406,US-Canada Border,Oct-23,Bus Passengers,0,48.999,-102.275,POINT (-102.27475 48.998833)
Antler,North Dakota,3413,US-Canada Border,Oct-23,Train Passengers,0,48.999,-101.296,POINT (-101.296055 48.999472)
Dalton Cache,Alaska,3106,US-Canada Border,Oct-23,Train Passengers,0,59.451,-136.362,POINT (-136.361944 59.450556)
Progreso,Texas,2309,US-Mexico Border,Oct-23,Train Passengers,0,26.062,-97.95,POINT (-97.949958 26.062133)
Eagle Pass,Texas,2303,US-Mexico Border,Oct-23,Truck Containers Loaded,3502,28.705,-100.512,POINT (-100.511977 28.705483)
Walhalla,North Dakota,3407,US-Canada Border,Oct-23,Rail Containers Loaded,0,49,-97.908,POINT (-97.908416 49.000472)
Naco,Arizona,2603,US-Mexico Border,Oct-23,Bus Passengers,0,31.334,-109.948,POINT (-109.948413 31.334084)
Limestone,Maine,0118,US-Canada Border,Oct-23,Truck Containers Loaded,0,46.925,-67.79,POINT (-67.789597 46.924555)
Calexico,California,2503,US-Mexico Border,Oct-23,Personal Vehicles,552249,32.673,-115.388,POINT (-115.388018 32.673389)
Kenneth G Ward,Washington,3023,US-Canada Border,Oct-23,Pedestrians,450,49.002,-122.485,POINT (-122.485027 49.002277)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Oct-23,Trucks,5691,46.509,-84.361,POINT (-84.360833 46.508611)
Ferry,Washington,3013,US-Canada Border,Oct-23,Train Passengers,0,49,-118.761,POINT (-118.761166 49.000083)
Point Roberts,Washington,3017,US-Canada Border,Oct-23,Rail Containers Loaded,0,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Fort Kent,Maine,0110,US-Canada Border,Oct-23,Personal Vehicle Passengers,68265,47.249,-68.604,POINT (-68.603918 47.249206)
Tornillo,Texas,2404,US-Mexico Border,Oct-23,Trucks,28,31.435,-106.143,POINT (-106.142669 31.435334)
Limestone,Maine,0118,US-Canada Border,Oct-23,Truck Containers Loaded,0,46.925,-67.79,POINT (-67.789597 46.924555)
Pembina,North Dakota,3401,US-Canada Border,Oct-23,Trucks,13515,49,-97.237,POINT (-97.237036 49.000453)
Danville,Washington,3012,US-Canada Border,Oct-23,Buses,1,49,-118.504,POINT (-118.503722 49.000083)
Portal,North Dakota,3403,US-Canada Border,Oct-23,Truck Containers Loaded,0,48.999,-102.552,POINT (-102.551944 48.998944)
Progreso,Texas,2309,US-Mexico Border,Oct-23,Truck Containers Empty,948,26.062,-97.95,POINT (-97.949958 26.062133)
International Falls,Minnesota,3604,US-Canada Border,Oct-23,Train Passengers,846,48.608,-93.401,POINT (-93.401355 48.6078)
Alexandria Bay,New York,0708,US-Canada Border,Oct-23,Rail Containers Empty,0,44.347,-75.984,POINT (-75.983592 44.347229)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Oct-23,Pedestrians,0,46.509,-84.361,POINT (-84.360833 46.508611)
Sweetgrass,Montana,3310,US-Canada Border,Oct-23,Bus Passengers,1721,48.998,-111.96,POINT (-111.959611 48.998388)
Boundary,Washington,3015,US-Canada Border,Oct-23,Truck Containers Empty,0,49.001,-117.628,POINT (-117.627583 49.00075)
Westhope,North Dakota,3419,US-Canada Border,Oct-23,Train Passengers,0,49,-101.017,POINT (-101.017277 48.999611)
Nogales,Arizona,2604,US-Mexico Border,Oct-23,Truck Containers Loaded,14083,31.333,-110.943,POINT (-110.942516 31.332839)
Raymond,Montana,3301,US-Canada Border,Oct-23,Rail Containers Empty,0,48.999,-104.574,POINT (-104.574333 48.999194)
Noyes,Minnesota,3402,US-Canada Border,Oct-23,Personal Vehicles,4419,49,-97.207,POINT (-97.206601 49.000171)
Santa Teresa,New Mexico,2408,US-Mexico Border,Oct-23,Rail Containers Loaded,0,31.784,-106.679,POINT (-106.679437 31.783939)
Pinecreek,Minnesota,3425,US-Canada Border,Oct-23,Buses,0,49,-95.978,POINT (-95.977694 48.999916)
Roseau,Minnesota,3426,US-Canada Border,Oct-23,Truck Containers Loaded,11,49,-95.766,POINT (-95.766469 48.999538)
Massena,New York,0704,US-Canada Border,Oct-23,Personal Vehicles,75628,44.991,-74.74,POINT (-74.739722 44.990556)
Nighthawk,Washington,3011,US-Canada Border,Oct-23,Buses,0,49,-119.671,POINT (-119.67103 49.000144)
Turner,Montana,3306,US-Canada Border,Oct-23,Truck Containers Empty,3,49,-108.388,POINT (-108.387916 48.999527)
Westhope,North Dakota,3419,US-Canada Border,Oct-23,Trucks,1061,49,-101.017,POINT (-101.017277 48.999611)
Sweetgrass,Montana,3310,US-Canada Border,Oct-23,Truck Containers Empty,1229,48.998,-111.96,POINT (-111.959611 48.998388)
Turner,Montana,3306,US-Canada Border,Oct-23,Pedestrians,0,49,-108.388,POINT (-108.387916 48.999527)
Fortuna,North Dakota,3417,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-103.809,POINT (-103.80925 48.999555)
Porthill,Idaho,3308,US-Canada Border,Oct-23,Trucks,448,49,-116.499,POINT (-116.49925 48.999861)
Pembina,North Dakota,3401,US-Canada Border,Oct-23,Truck Containers Loaded,0,49,-97.237,POINT (-97.237036 49.000453)
Scobey,Montana,3309,US-Canada Border,Oct-23,Train Passengers,0,49,-105.408,POINT (-105.407638 48.999527)
Sumas,Washington,3009,US-Canada Border,Oct-23,Train Passengers,372,49.002,-122.265,POINT (-122.264805 49.002388)
Morgan,Montana,3319,US-Canada Border,Oct-23,Personal Vehicle Passengers,679,49,-107.832,POINT (-107.831819 48.999829)
Alcan,Alaska,3104,US-Canada Border,Oct-23,Trucks,271,62.615,-141.001,POINT (-141.001444 62.614961)
Naco,Arizona,2603,US-Mexico Border,Oct-23,Trucks,585,31.334,-109.948,POINT (-109.948413 31.334084)
Oroville,Washington,3019,US-Canada Border,Oct-23,Truck Containers Loaded,0,49,-119.462,POINT (-119.461833 49.000083)
Raymond,Montana,3301,US-Canada Border,Oct-23,Truck Containers Empty,46,48.999,-104.574,POINT (-104.574333 48.999194)
Beecher Falls,Vermont,0206,US-Canada Border,Oct-23,Bus Passengers,72,45.013,-71.505,POINT (-71.505309 45.013411)
Noyes,Minnesota,3402,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-97.207,POINT (-97.206601 49.000171)
Andrade,California,2502,US-Mexico Border,Oct-23,Rail Containers Empty,0,32.718,-114.728,POINT (-114.72832 32.718143)
Portland,Maine,0101,US-Canada Border,Oct-23,Train Passengers,0,43.659,-70.243,POINT (-70.243056 43.659444)
Jackman,Maine,0104,US-Canada Border,Oct-23,Bus Passengers,527,45.806,-70.397,POINT (-70.396722 45.805661)
Neche,North Dakota,3404,US-Canada Border,Oct-23,Buses,0,49.001,-97.557,POINT (-97.557333 49.000527)
Alexandria Bay,New York,0708,US-Canada Border,Oct-23,Train Passengers,0,44.347,-75.984,POINT (-75.983592 44.347229)
Danville,Washington,3012,US-Canada Border,Oct-23,Truck Containers Loaded,0,49,-118.504,POINT (-118.503722 49.000083)
Eagle Pass,Texas,2303,US-Mexico Border,Oct-23,Rail Containers Empty,1989,28.705,-100.512,POINT (-100.511977 28.705483)
International Falls,Minnesota,3604,US-Canada Border,Oct-23,Buses,14,48.608,-93.401,POINT (-93.401355 48.6078)
Kenneth G Ward,Washington,3023,US-Canada Border,Oct-23,Trucks,2939,49.002,-122.485,POINT (-122.485027 49.002277)
Calexico East,California,2507,US-Mexico Border,Oct-23,Bus Passengers,0,32.673,-115.388,POINT (-115.388018 32.673389)
Van Buren,Maine,0108,US-Canada Border,Oct-23,Truck Containers Loaded,1041,47.16,-67.931,POINT (-67.930799 47.159645)
Maida,North Dakota,3416,US-Canada Border,Oct-23,Bus Passengers,77,49,-98.365,POINT (-98.36525 49.00025)
Portal,North Dakota,3403,US-Canada Border,Oct-23,Personal Vehicles,12298,48.999,-102.552,POINT (-102.551944 48.998944)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Oct-23,Personal Vehicles,913245,43.095,-79.056,POINT (-79.055847 43.09549)
Massena,New York,0704,US-Canada Border,Oct-23,Personal Vehicles,71636,44.991,-74.74,POINT (-74.739722 44.990556)
St John,North Dakota,3405,US-Canada Border,Oct-23,Rail Containers Loaded,0,48.999,-99.659,POINT (-99.659111 48.999277)
Norton,Vermont,0211,US-Canada Border,Oct-23,Pedestrians,103,45.011,-71.793,POINT (-71.793219 45.010771)
Warroad,Minnesota,3423,US-Canada Border,Oct-23,Personal Vehicles,15140,48.999,-95.377,POINT (-95.376555 48.999)
Rio Grande City,Texas,2307,US-Mexico Border,Oct-23,Train Passengers,0,26.366,-98.803,POINT (-98.802513 26.365761)
Hidalgo,Texas,2305,US-Mexico Border,Oct-23,Rail Containers Loaded,0,26.095,-98.271,POINT (-98.271092 26.095032)
Vanceboro,Maine,0105,US-Canada Border,Oct-23,Buses,4,45.569,-67.429,POINT (-67.428541 45.568761)
Richford,Vermont,0203,US-Canada Border,Oct-23,Rail Containers Empty,0,45.012,-72.589,POINT (-72.588559 45.01174)
Roseau,Minnesota,3426,US-Canada Border,Oct-23,Pedestrians,0,49,-95.766,POINT (-95.766469 48.999538)
Morgan,Montana,3319,US-Canada Border,Oct-23,Buses,0,49,-107.832,POINT (-107.831819 48.999829)
Alexandria Bay,New York,0708,US-Canada Border,Oct-23,Personal Vehicle Passengers,80615,44.347,-75.984,POINT (-75.983592 44.347229)
Roosville,Montana,3318,US-Canada Border,Oct-23,Buses,42,49,-115.056,POINT (-115.056027 48.999638)
Point Roberts,Washington,3017,US-Canada Border,Oct-23,Rail Containers Empty,0,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Ambrose,North Dakota,3410,US-Canada Border,Oct-23,Trucks,2,48.999,-103.487,POINT (-103.486555 48.999305)
Hidalgo,Texas,2305,US-Mexico Border,Oct-23,Rail Containers Loaded,0,26.095,-98.271,POINT (-98.271092 26.095032)
Alcan,Alaska,3104,US-Canada Border,Oct-23,Personal Vehicle Passengers,33164,62.615,-141.001,POINT (-141.001444 62.614961)
Jackman,Maine,0104,US-Canada Border,Oct-23,Bus Passengers,1602,45.806,-70.397,POINT (-70.396722 45.805661)
Pinecreek,Minnesota,3425,US-Canada Border,Oct-23,Rail Containers Empty,0,49,-95.978,POINT (-95.977694 48.999916)
Sarles,North Dakota,3409,US-Canada Border,Oct-23,Trucks,72,49,-98.938,POINT (-98.938361 49.000027)
Walhalla,North Dakota,3407,US-Canada Border,Oct-23,Personal Vehicle Passengers,6141,49,-97.908,POINT (-97.908416 49.000472)
Massena,New York,0704,US-Canada Border,Oct-23,Buses,199,44.991,-74.74,POINT (-74.739722 44.990556)
Van Buren,Maine,0108,US-Canada Border,Oct-23,Truck Containers Loaded,547,47.16,-67.931,POINT (-67.930799 47.159645)
Dunseith,North Dakota,3422,US-Canada Border,Oct-23,Personal Vehicles,11983,48.999,-100.052,POINT (-100.052166 48.999277)
Beecher Falls,Vermont,0206,US-Canada Border,Oct-23,Personal Vehicle Passengers,12737,45.013,-71.505,POINT (-71.505309 45.013411)
Danville,Washington,3012,US-Canada Border,Oct-23,Truck Containers Empty,0,49,-118.504,POINT (-118.503722 49.000083)
Roma,Texas,2310,US-Mexico Border,Oct-23,Personal Vehicles,91791,26.404,-99.019,POINT (-99.018981 26.403928)
Progreso,Texas,2309,US-Mexico Border,Oct-23,Bus Passengers,1247,26.062,-97.95,POINT (-97.949958 26.062133)
Dunseith,North Dakota,3422,US-Canada Border,Oct-23,Rail Containers Loaded,0,48.999,-100.052,POINT (-100.052166 48.999277)
San Ysidro,California,2504,US-Mexico Border,Oct-23,Bus Passengers,0,32.543,-117.029,POINT (-117.028761 32.542528)
Maida,North Dakota,3416,US-Canada Border,Oct-23,Truck Containers Loaded,0,49,-98.365,POINT (-98.36525 49.00025)
Bridgewater,Maine,0127,US-Canada Border,Oct-23,Bus Passengers,0,46.45,-67.785,POINT (-67.78484 46.450335)
Trout River,New York,0715,US-Canada Border,Oct-23,Train Passengers,138,44.992,-74.308,POINT (-74.308172 44.992058)
Massena,New York,0704,US-Canada Border,Oct-23,Pedestrians,18,44.991,-74.74,POINT (-74.739722 44.990556)
Fortuna,North Dakota,3417,US-Canada Border,Oct-23,Truck Containers Empty,0,49,-103.809,POINT (-103.80925 48.999555)
Ogdensburg,New York,0701,US-Canada Border,Oct-23,Train Passengers,0,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Hidalgo,Texas,2305,US-Mexico Border,Oct-23,Rail Containers Empty,0,26.095,-98.271,POINT (-98.271092 26.095032)
Roma,Texas,2310,US-Mexico Border,Oct-23,Pedestrians,44189,26.404,-99.019,POINT (-99.018981 26.403928)
Noyes,Minnesota,3402,US-Canada Border,Oct-23,Bus Passengers,355,49,-97.207,POINT (-97.206601 49.000171)
Carbury,North Dakota,3421,US-Canada Border,Oct-23,Trains,0,48.999,-100.556,POINT (-100.555805 48.999416)
Houlton,Maine,0106,US-Canada Border,Oct-23,Truck Containers Empty,0,46.135,-67.781,POINT (-67.781288 46.134879)
Maida,North Dakota,3416,US-Canada Border,Oct-23,Rail Containers Loaded,0,49,-98.365,POINT (-98.36525 49.00025)
Tecate,California,2505,US-Mexico Border,Oct-23,Trains,2,32.576,-116.626,POINT (-116.626216 32.576428)
Naco,Arizona,2603,US-Mexico Border,Oct-23,Personal Vehicles,23553,31.334,-109.948,POINT (-109.948413 31.334084)
Kenneth G Ward,Washington,3023,US-Canada Border,Oct-23,Truck Containers Empty,0,49.002,-122.485,POINT (-122.485027 49.002277)
Norton,Vermont,0211,US-Canada Border,Oct-23,Trains,51,45.011,-71.793,POINT (-71.793219 45.010771)
Detroit,Michigan,3801,US-Canada Border,Oct-23,Personal Vehicle Passengers,718090,42.332,-83.048,POINT (-83.047924 42.331685)
Neche,North Dakota,3404,US-Canada Border,Oct-23,Trains,0,49.001,-97.557,POINT (-97.557333 49.000527)
Metaline Falls,Washington,3025,US-Canada Border,Oct-23,Pedestrians,0,49,-117.299,POINT (-117.299444 48.999972)
Piegan,Montana,3316,US-Canada Border,Oct-23,Truck Containers Loaded,129,48.998,-113.379,POINT (-113.378777 48.998083)
Opheim,Montana,3317,US-Canada Border,Oct-23,Train Passengers,0,49,-106.378,POINT (-106.377583 48.999527)
Antler,North Dakota,3413,US-Canada Border,Oct-23,Truck Containers Empty,0,48.999,-101.296,POINT (-101.296055 48.999472)
Oroville,Washington,3019,US-Canada Border,Oct-23,Pedestrians,94,49,-119.462,POINT (-119.461833 49.000083)
Del Rio,Texas,2302,US-Mexico Border,Oct-23,Bus Passengers,579,29.327,-100.928,POINT (-100.927612 29.326784)
Noonan,North Dakota,3420,US-Canada Border,Oct-23,Bus Passengers,0,48.999,-103.004,POINT (-103.004361 48.999333)
Pinecreek,Minnesota,3425,US-Canada Border,Oct-23,Bus Passengers,0,49,-95.978,POINT (-95.977694 48.999916)
Hidalgo,Texas,2305,US-Mexico Border,Oct-23,Trucks,19607,26.095,-98.271,POINT (-98.271092 26.095032)
Lukeville,Arizona,2602,US-Mexico Border,Oct-23,Train Passengers,0,31.88,-112.817,POINT (-112.817077 31.880195)
Columbus,New Mexico,2406,US-Mexico Border,Oct-23,Trains,0,31.784,-107.628,POINT (-107.627948 31.783742)
