Port_Name,State,Port_Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Pedestrians,27564,29.327,-100.928,POINT (-100.927612 29.326784)
Highgate Springs,Vermont,0212,US-Canada Border,Dec-23,Rail Containers Loaded,0,45.015,-73.085,POINT (-73.085037 45.015414)
Naco,Arizona,2603,US-Mexico Border,Dec-23,Rail Containers Empty,0,31.334,-109.948,POINT (-109.948413 31.334084)
Detroit,Michigan,3801,US-Canada Border,Dec-23,Rail Containers Loaded,0,42.332,-83.048,POINT (-83.047924 42.331685)
Massena,New York,0704,US-Canada Border,Dec-23,Train Passengers,0,44.991,-74.74,POINT (-74.739722 44.990556)
Alcan,Alaska,3104,US-Canada Border,Dec-23,Truck Containers Empty,0,62.615,-141.001,POINT (-141.001444 62.614961)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-23,Rail Containers Loaded,3013,28.705,-100.512,POINT (-100.511977 28.705483)
Progreso,Texas,2309,US-Mexico Border,Dec-23,Personal Vehicles,81704,26.062,-97.95,POINT (-97.949958 26.062133)
Brownsville,Texas,2301,US-Mexico Border,Dec-23,Rail Containers Empty,4052,25.952,-97.401,POINT (-97.40067 25.95155)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Dec-23,Train Passengers,6718,43.095,-79.056,POINT (-79.055847 43.09549)
Scobey,Montana,3309,US-Canada Border,Dec-23,Bus Passengers,0,49,-105.408,POINT (-105.407638 48.999527)
Fort Fairfield,Maine,0107,US-Canada Border,Dec-23,Trucks,1874,46.765,-67.789,POINT (-67.789471 46.765323)
Houlton,Maine,0106,US-Canada Border,Dec-23,Rail Containers Loaded,0,46.135,-67.781,POINT (-67.781288 46.134879)
Opheim,Montana,3317,US-Canada Border,Dec-23,Pedestrians,12,49,-106.378,POINT (-106.377583 48.999527)
Progreso,Texas,2309,US-Mexico Border,Dec-23,Truck Containers Loaded,655,26.062,-97.95,POINT (-97.949958 26.062133)
Andrade,California,2502,US-Mexico Border,Dec-23,Rail Containers Empty,0,32.718,-114.728,POINT (-114.72832 32.718143)
St John,North Dakota,3405,US-Canada Border,Dec-23,Truck Containers Empty,0,48.999,-99.659,POINT (-99.659111 48.999277)
Roosville,Montana,3318,US-Canada Border,Dec-23,Train Passengers,0,49,-115.056,POINT (-115.056027 48.999638)
Trout River,New York,0715,US-Canada Border,Dec-23,Pedestrians,64,44.992,-74.308,POINT (-74.308172 44.992058)
San Ysidro,California,2504,US-Mexico Border,Dec-23,Bus Passengers,103113,32.543,-117.029,POINT (-117.028761 32.542528)
Trout River,New York,0715,US-Canada Border,Dec-23,Personal Vehicles,18437,44.992,-74.308,POINT (-74.308172 44.992058)
Whitetail,Montana,3312,US-Canada Border,Dec-23,Pedestrians,0,48.999,-105.162,POINT (-105.162324 48.999347)
Fortuna,North Dakota,3417,US-Canada Border,Dec-23,Personal Vehicle Passengers,1686,49,-103.809,POINT (-103.80925 48.999555)
Antler,North Dakota,3413,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.999,-101.296,POINT (-101.296055 48.999472)
Richford,Vermont,0203,US-Canada Border,Dec-23,Bus Passengers,177,45.012,-72.589,POINT (-72.588559 45.01174)
Ambrose,North Dakota,3410,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.999,-103.487,POINT (-103.486555 48.999305)
Alcan,Alaska,3104,US-Canada Border,Dec-23,Pedestrians,0,62.615,-141.001,POINT (-141.001444 62.614961)
Point Roberts,Washington,3017,US-Canada Border,Dec-23,Rail Containers Loaded,0,49.002,-123.068,POINT (-123.068055556 49.0020555547)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Trains,0,32.485,-114.782,POINT (-114.7822222 32.485)
Highgate Springs,Vermont,0212,US-Canada Border,Dec-23,Rail Containers Loaded,0,45.015,-73.085,POINT (-73.085037 45.015414)
Whitlash,Montana,3321,US-Canada Border,Dec-23,Bus Passengers,0,48.997,-111.258,POINT (-111.257916 48.99725)
Vanceboro,Maine,0105,US-Canada Border,Dec-23,Truck Containers Loaded,462,45.569,-67.429,POINT (-67.428541 45.568761)
Tecate,California,2505,US-Mexico Border,Dec-23,Personal Vehicles,85146,32.576,-116.626,POINT (-116.626216 32.576428)
Maida,North Dakota,3416,US-Canada Border,Dec-23,Buses,5,49,-98.365,POINT (-98.36525 49.00025)
Fort Fairfield,Maine,0107,US-Canada Border,Dec-23,Truck Containers Loaded,0,46.765,-67.789,POINT (-67.789471 46.765323)
International Falls,Minnesota,3604,US-Canada Border,Dec-23,Personal Vehicles,28978,48.608,-93.401,POINT (-93.401355 48.6078)
Kenneth G Ward,Washington,3023,US-Canada Border,Dec-23,Pedestrians,301,49.002,-122.485,POINT (-122.485027 49.002277)
Calexico,California,2503,US-Mexico Border,Dec-23,Trucks,12800,32.673,-115.388,POINT (-115.388018 32.673389)
Tecate,California,2505,US-Mexico Border,Dec-23,Buses,56,32.576,-116.626,POINT (-116.626216 32.576428)
Lukeville,Arizona,2602,US-Mexico Border,Dec-23,Trucks,204,31.88,-112.817,POINT (-112.817077 31.880195)
Portal,North Dakota,3403,US-Canada Border,Dec-23,Pedestrians,1192,48.999,-102.552,POINT (-102.551944 48.998944)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Trains,0,49,-97.237,POINT (-97.237036 49.000453)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Train Passengers,0,29.327,-100.928,POINT (-100.927612 29.326784)
Baudette,Minnesota,3424,US-Canada Border,Dec-23,Bus Passengers,521,48.719,-94.59,POINT (-94.590467 48.719109)
Sumas,Washington,3009,US-Canada Border,Dec-23,Rail Containers Loaded,699,49.002,-122.265,POINT (-122.264805 49.002388)
Detroit,Michigan,3801,US-Canada Border,Dec-23,Rail Containers Empty,0,42.332,-83.048,POINT (-83.047924 42.331685)
Ogdensburg,New York,0701,US-Canada Border,Dec-23,Personal Vehicles,21200,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Blaine,Washington,3004,US-Canada Border,Dec-23,Train Passengers,4883,48.994,-122.749,POINT (-122.748884 48.994045)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Trains,0,49,-97.237,POINT (-97.237036 49.000453)
Massena,New York,0704,US-Canada Border,Dec-23,Trucks,4485,44.991,-74.74,POINT (-74.739722 44.990556)
Sarles,North Dakota,3409,US-Canada Border,Dec-23,Train Passengers,0,49,-98.938,POINT (-98.938361 49.000027)
Detroit,Michigan,3801,US-Canada Border,Dec-23,Pedestrians,0,42.332,-83.048,POINT (-83.047924 42.331685)
Raymond,Montana,3301,US-Canada Border,Dec-23,Truck Containers Loaded,1339,48.999,-104.574,POINT (-104.574333 48.999194)
Champlain Rouses Point,New York,0712,US-Canada Border,Dec-23,Truck Containers Loaded,0,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Columbus,New Mexico,2406,US-Mexico Border,Dec-23,Pedestrians,11823,31.784,-107.628,POINT (-107.627948 31.783742)
Calexico East,California,2507,US-Mexico Border,Dec-23,Bus Passengers,1253,32.673,-115.388,POINT (-115.388018 32.673389)
Massena,New York,0704,US-Canada Border,Dec-23,Trucks,3338,44.991,-74.74,POINT (-74.739722 44.990556)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Personal Vehicle Passengers,94553,49,-97.237,POINT (-97.237036 49.000453)
Alcan,Alaska,3104,US-Canada Border,Dec-23,Personal Vehicle Passengers,19968,62.615,-141.001,POINT (-141.001444 62.614961)
Morgan,Montana,3319,US-Canada Border,Dec-23,Rail Containers Loaded,0,49,-107.832,POINT (-107.831819 48.999829)
Tecate,California,2505,US-Mexico Border,Dec-23,Trucks,4399,32.576,-116.626,POINT (-116.626216 32.576428)
Calexico East,California,2507,US-Mexico Border,Dec-23,Pedestrians,0,32.673,-115.388,POINT (-115.388018 32.673389)
Pinecreek,Minnesota,3425,US-Canada Border,Dec-23,Rail Containers Loaded,0,49,-95.978,POINT (-95.977694 48.999916)
Metaline Falls,Washington,3025,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-117.299,POINT (-117.299444 48.999972)
Alcan,Alaska,3104,US-Canada Border,Dec-23,Buses,14,62.615,-141.001,POINT (-141.001444 62.614961)
Port Huron,Michigan,3802,US-Canada Border,Dec-23,Bus Passengers,10761,42.999,-82.424,POINT (-82.423611 42.998611)
Roosville,Montana,3318,US-Canada Border,Dec-23,Personal Vehicle Passengers,22468,49,-115.056,POINT (-115.056027 48.999638)
Sweetgrass,Montana,3310,US-Canada Border,Dec-23,Buses,89,48.998,-111.96,POINT (-111.959611 48.998388)
San Ysidro,California,2504,US-Mexico Border,Dec-23,Trains,0,32.543,-117.029,POINT (-117.028761 32.542528)
Porthill,Idaho,3308,US-Canada Border,Dec-23,Buses,11,49,-116.499,POINT (-116.49925 48.999861)
Vanceboro,Maine,0105,US-Canada Border,Dec-23,Trucks,464,45.569,-67.429,POINT (-67.428541 45.568761)
Warroad,Minnesota,3423,US-Canada Border,Dec-23,Bus Passengers,1948,48.999,-95.377,POINT (-95.376555 48.999)
Andrade,California,2502,US-Mexico Border,Dec-23,Train Passengers,0,32.718,-114.728,POINT (-114.72832 32.718143)
Skagway,Alaska,3103,US-Canada Border,Dec-23,Rail Containers Empty,0,59.63,-135.164,POINT (-135.164444 59.629722)
Sarles,North Dakota,3409,US-Canada Border,Dec-23,Trucks,68,49,-98.938,POINT (-98.938361 49.000027)
Danville,Washington,3012,US-Canada Border,Dec-23,Personal Vehicles,7030,49,-118.504,POINT (-118.503722 49.000083)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Rail Containers Loaded,0,32.485,-114.782,POINT (-114.7822222 32.485)
Turner,Montana,3306,US-Canada Border,Dec-23,Trucks,34,49,-108.388,POINT (-108.387916 48.999527)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Truck Containers Loaded,4165,46.509,-84.361,POINT (-84.360833 46.508611)
Vanceboro,Maine,0105,US-Canada Border,Dec-23,Personal Vehicles,5613,45.569,-67.429,POINT (-67.428541 45.568761)
Fort Kent,Maine,0110,US-Canada Border,Dec-23,Truck Containers Loaded,79,47.249,-68.604,POINT (-68.603918 47.249206)
Andrade,California,2502,US-Mexico Border,Dec-23,Personal Vehicles,45948,32.718,-114.728,POINT (-114.72832 32.718143)
Highgate Springs,Vermont,0212,US-Canada Border,Dec-23,Personal Vehicle Passengers,56485,45.015,-73.085,POINT (-73.085037 45.015414)
Noonan,North Dakota,3420,US-Canada Border,Dec-23,Buses,0,48.999,-103.004,POINT (-103.004361 48.999333)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Trains,0,29.327,-100.928,POINT (-100.927612 29.326784)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Rail Containers Empty,1181,46.509,-84.361,POINT (-84.360833 46.508611)
Limestone,Maine,0118,US-Canada Border,Dec-23,Bus Passengers,182,46.925,-67.79,POINT (-67.789597 46.924555)
Presidio,Texas,2403,US-Mexico Border,Dec-23,Personal Vehicle Passengers,151531,29.562,-104.395,POINT (-104.394907 29.561827)
Norton,Vermont,0211,US-Canada Border,Dec-23,Personal Vehicles,7559,45.011,-71.793,POINT (-71.793219 45.010771)
Richford,Vermont,0203,US-Canada Border,Dec-23,Trains,34,45.012,-72.589,POINT (-72.588559 45.01174)
Roseau,Minnesota,3426,US-Canada Border,Dec-23,Truck Containers Empty,15,49,-95.766,POINT (-95.766469 48.999538)
Hannah,North Dakota,3408,US-Canada Border,Dec-23,Train Passengers,0,49,-98.694,POINT (-98.693777 49.000138)
Hidalgo,Texas,2305,US-Mexico Border,Dec-23,Bus Passengers,82059,26.095,-98.271,POINT (-98.271092 26.095032)
Walhalla,North Dakota,3407,US-Canada Border,Dec-23,Pedestrians,0,49,-97.908,POINT (-97.908416 49.000472)
Tecate,California,2505,US-Mexico Border,Dec-23,Pedestrians,22596,32.576,-116.626,POINT (-116.626216 32.576428)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Dec-23,Buses,6962,43.095,-79.056,POINT (-79.055847 43.09549)
Noonan,North Dakota,3420,US-Canada Border,Dec-23,Personal Vehicles,3156,48.999,-103.004,POINT (-103.004361 48.999333)
Port Huron,Michigan,3802,US-Canada Border,Dec-23,Rail Containers Empty,6460,42.999,-82.424,POINT (-82.423611 42.998611)
Point Roberts,Washington,3017,US-Canada Border,Dec-23,Truck Containers Loaded,0,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Scobey,Montana,3309,US-Canada Border,Dec-23,Train Passengers,0,49,-105.408,POINT (-105.407638 48.999527)
Van Buren,Maine,0108,US-Canada Border,Dec-23,Rail Containers Empty,0,47.16,-67.931,POINT (-67.930799 47.159645)
Laredo,Texas,2304,US-Mexico Border,Dec-23,Rail Containers Empty,773,27.5,-99.507,POINT (-99.507412 27.499561)
Fort Fairfield,Maine,0107,US-Canada Border,Dec-23,Train Passengers,0,46.765,-67.789,POINT (-67.789471 46.765323)
Progreso,Texas,2309,US-Mexico Border,Dec-23,Personal Vehicle Passengers,195884,26.062,-97.95,POINT (-97.949958 26.062133)
Pinecreek,Minnesota,3425,US-Canada Border,Dec-23,Bus Passengers,0,49,-95.978,POINT (-95.977694 48.999916)
St John,North Dakota,3405,US-Canada Border,Dec-23,Train Passengers,0,48.999,-99.659,POINT (-99.659111 48.999277)
Fort Kent,Maine,0110,US-Canada Border,Dec-23,Truck Containers Loaded,34,47.249,-68.604,POINT (-68.603918 47.249206)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-23,Bus Passengers,400,28.705,-100.512,POINT (-100.511977 28.705483)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-23,Trains,103,28.705,-100.512,POINT (-100.511977 28.705483)
Skagway,Alaska,3103,US-Canada Border,Dec-23,Rail Containers Loaded,0,59.63,-135.164,POINT (-135.164444 59.629722)
Lukeville,Arizona,2602,US-Mexico Border,Dec-23,Trucks,323,31.88,-112.817,POINT (-112.817077 31.880195)
Bridgewater,Maine,0127,US-Canada Border,Dec-23,Truck Containers Empty,0,46.45,-67.785,POINT (-67.78484 46.450335)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Personal Vehicle Passengers,30939,49,-97.237,POINT (-97.237036 49.000453)
Otay Mesa,California,2506,US-Mexico Border,Dec-23,Bus Passengers,11049,32.55,-116.939,POINT (-116.938538 32.55033)
Lukeville,Arizona,2602,US-Mexico Border,Dec-23,Truck Containers Loaded,19,31.88,-112.817,POINT (-112.817077 31.880195)
Calexico,California,2503,US-Mexico Border,Dec-23,Rail Containers Loaded,108,32.673,-115.388,POINT (-115.388018 32.673389)
Alexandria Bay,New York,0708,US-Canada Border,Dec-23,Truck Containers Empty,90,44.347,-75.984,POINT (-75.983592 44.347229)
Limestone,Maine,0118,US-Canada Border,Dec-23,Rail Containers Empty,0,46.925,-67.79,POINT (-67.789597 46.924555)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Personal Vehicles,1935,48.999,-101.628,POINT (-101.627527 48.999305)
Portal,North Dakota,3403,US-Canada Border,Dec-23,Trucks,6373,48.999,-102.552,POINT (-102.551944 48.998944)
Laredo,Texas,2304,US-Mexico Border,Dec-23,Train Passengers,0,27.5,-99.507,POINT (-99.507412 27.499561)
Trout River,New York,0715,US-Canada Border,Dec-23,Trains,61,44.992,-74.308,POINT (-74.308172 44.992058)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Personal Vehicles,147193,46.509,-84.361,POINT (-84.360833 46.508611)
Maida,North Dakota,3416,US-Canada Border,Dec-23,Trucks,117,49,-98.365,POINT (-98.36525 49.00025)
Van Buren,Maine,0108,US-Canada Border,Dec-23,Bus Passengers,128,47.16,-67.931,POINT (-67.930799 47.159645)
Eastport,Idaho,3302,US-Canada Border,Dec-23,Truck Containers Loaded,3587,49.001,-116.181,POINT (-116.181027 49.000555)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Trains,37,46.509,-84.361,POINT (-84.360833 46.508611)
Warroad,Minnesota,3423,US-Canada Border,Dec-23,Trains,201,48.999,-95.377,POINT (-95.376555 48.999)
Fort Kent,Maine,0110,US-Canada Border,Dec-23,Buses,1,47.249,-68.604,POINT (-68.603918 47.249206)
Pinecreek,Minnesota,3425,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-95.978,POINT (-95.977694 48.999916)
Carbury,North Dakota,3421,US-Canada Border,Dec-23,Trucks,324,48.999,-100.556,POINT (-100.555805 48.999416)
Frontier,Washington,3020,US-Canada Border,Dec-23,Rail Containers Loaded,0,49,-117.832,POINT (-117.831527 49.0005)
Whitlash,Montana,3321,US-Canada Border,Dec-23,Pedestrians,0,48.997,-111.258,POINT (-111.257916 48.99725)
Fort Fairfield,Maine,0107,US-Canada Border,Dec-23,Personal Vehicle Passengers,42028,46.765,-67.789,POINT (-67.789471 46.765323)
Oroville,Washington,3019,US-Canada Border,Dec-23,Train Passengers,0,49,-119.462,POINT (-119.461833 49.000083)
Noyes,Minnesota,3402,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-97.207,POINT (-97.206601 49.000171)
Oroville,Washington,3019,US-Canada Border,Dec-23,Pedestrians,130,49,-119.462,POINT (-119.461833 49.000083)
Turner,Montana,3306,US-Canada Border,Dec-23,Personal Vehicles,816,49,-108.388,POINT (-108.387916 48.999527)
Brownsville,Texas,2301,US-Mexico Border,Dec-23,Personal Vehicle Passengers,1219506,25.952,-97.401,POINT (-97.40067 25.95155)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-97.237,POINT (-97.237036 49.000453)
Dalton Cache,Alaska,3106,US-Canada Border,Dec-23,Bus Passengers,262,59.451,-136.362,POINT (-136.361944 59.450556)
Antler,North Dakota,3413,US-Canada Border,Dec-23,Buses,0,48.999,-101.296,POINT (-101.296055 48.999472)
Brownsville,Texas,2301,US-Mexico Border,Dec-23,Personal Vehicles,487879,25.952,-97.401,POINT (-97.40067 25.95155)
Roseau,Minnesota,3426,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-95.766,POINT (-95.766469 48.999538)
Metaline Falls,Washington,3025,US-Canada Border,Dec-23,Personal Vehicles,1885,49,-117.299,POINT (-117.299444 48.999972)
Scobey,Montana,3309,US-Canada Border,Dec-23,Bus Passengers,0,49,-105.408,POINT (-105.407638 48.999527)
Calais,Maine,0115,US-Canada Border,Dec-23,Rail Containers Empty,227,45.189,-67.275,POINT (-67.275381 45.188548)
Warroad,Minnesota,3423,US-Canada Border,Dec-23,Pedestrians,5,48.999,-95.377,POINT (-95.376555 48.999)
Douglas,Arizona,2601,US-Mexico Border,Dec-23,Trucks,2853,31.334,-109.56,POINT (-109.560344 31.334043)
Port Huron,Michigan,3802,US-Canada Border,Dec-23,Trucks,54509,42.999,-82.424,POINT (-82.423611 42.998611)
Norton,Vermont,0211,US-Canada Border,Dec-23,Train Passengers,107,45.011,-71.793,POINT (-71.793219 45.010771)
Baudette,Minnesota,3424,US-Canada Border,Dec-23,Truck Containers Empty,255,48.719,-94.59,POINT (-94.590467 48.719109)
Tornillo,Texas,2404,US-Mexico Border,Dec-23,Train Passengers,0,31.435,-106.143,POINT (-106.142669 31.435334)
Boundary,Washington,3015,US-Canada Border,Dec-23,Truck Containers Loaded,0,49.001,-117.628,POINT (-117.627583 49.00075)
Warroad,Minnesota,3423,US-Canada Border,Dec-23,Bus Passengers,2129,48.999,-95.377,POINT (-95.376555 48.999)
Andrade,California,2502,US-Mexico Border,Dec-23,Personal Vehicles,52755,32.718,-114.728,POINT (-114.72832 32.718143)
Vanceboro,Maine,0105,US-Canada Border,Dec-23,Trains,22,45.569,-67.429,POINT (-67.428541 45.568761)
Whitlash,Montana,3321,US-Canada Border,Dec-23,Bus Passengers,0,48.997,-111.258,POINT (-111.257916 48.99725)
Westhope,North Dakota,3419,US-Canada Border,Dec-23,Trucks,1211,49,-101.017,POINT (-101.017277 48.999611)
Otay Mesa,California,2506,US-Mexico Border,Dec-23,Buses,1558,32.55,-116.939,POINT (-116.938538 32.55033)
Scobey,Montana,3309,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-105.408,POINT (-105.407638 48.999527)
Ambrose,North Dakota,3410,US-Canada Border,Dec-23,Truck Containers Loaded,0,48.999,-103.487,POINT (-103.486555 48.999305)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Trucks,3499,29.327,-100.928,POINT (-100.927612 29.326784)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Rail Containers Empty,1550,46.509,-84.361,POINT (-84.360833 46.508611)
Porthill,Idaho,3308,US-Canada Border,Dec-23,Pedestrians,30,49,-116.499,POINT (-116.49925 48.999861)
International Falls,Minnesota,3604,US-Canada Border,Dec-23,Train Passengers,846,48.608,-93.401,POINT (-93.401355 48.6078)
Noonan,North Dakota,3420,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.999,-103.004,POINT (-103.004361 48.999333)
Noyes,Minnesota,3402,US-Canada Border,Dec-23,Truck Containers Empty,0,49,-97.207,POINT (-97.206601 49.000171)
Raymond,Montana,3301,US-Canada Border,Dec-23,Personal Vehicles,2667,48.999,-104.574,POINT (-104.574333 48.999194)
Ogdensburg,New York,0701,US-Canada Border,Dec-23,Personal Vehicle Passengers,58101,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
El Paso,Texas,2402,US-Mexico Border,Dec-23,Personal Vehicles,1252731,31.764,-106.451,POINT (-106.451188 31.764363)
Turner,Montana,3306,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-108.388,POINT (-108.387916 48.999527)
Roosville,Montana,3318,US-Canada Border,Dec-23,Trucks,1914,49,-115.056,POINT (-115.056027 48.999638)
Hannah,North Dakota,3408,US-Canada Border,Dec-23,Personal Vehicle Passengers,1043,49,-98.694,POINT (-98.693777 49.000138)
Skagway,Alaska,3103,US-Canada Border,Dec-23,Trains,23,59.63,-135.164,POINT (-135.164444 59.629722)
Calexico East,California,2507,US-Mexico Border,Dec-23,Personal Vehicle Passengers,0,32.673,-115.388,POINT (-115.388018 32.673389)
Van Buren,Maine,0108,US-Canada Border,Dec-23,Trucks,2122,47.16,-67.931,POINT (-67.930799 47.159645)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Pedestrians,4,49,-97.237,POINT (-97.237036 49.000453)
Madawaska,Maine,0109,US-Canada Border,Dec-23,Train Passengers,0,47.36,-68.329,POINT (-68.328684 47.360052)
Eastport,Idaho,3302,US-Canada Border,Dec-23,Personal Vehicle Passengers,8978,49.001,-116.181,POINT (-116.181027 49.000555)
Carbury,North Dakota,3421,US-Canada Border,Dec-23,Bus Passengers,0,48.999,-100.556,POINT (-100.555805 48.999416)
Calexico,California,2503,US-Mexico Border,Dec-23,Personal Vehicles,563937,32.673,-115.388,POINT (-115.388018 32.673389)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Bus Passengers,579,29.327,-100.928,POINT (-100.927612 29.326784)
Sumas,Washington,3009,US-Canada Border,Dec-23,Trains,90,49.002,-122.265,POINT (-122.264805 49.002388)
Nogales,Arizona,2604,US-Mexico Border,Dec-23,Train Passengers,0,31.333,-110.943,POINT (-110.942516 31.332839)
Pinecreek,Minnesota,3425,US-Canada Border,Dec-23,Trains,0,49,-95.978,POINT (-95.977694 48.999916)
Nighthawk,Washington,3011,US-Canada Border,Dec-23,Truck Containers Empty,0,49,-119.671,POINT (-119.67103 49.000144)
Baudette,Minnesota,3424,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.719,-94.59,POINT (-94.590467 48.719109)
Dunseith,North Dakota,3422,US-Canada Border,Dec-23,Rail Containers Empty,0,48.999,-100.052,POINT (-100.052166 48.999277)
Portland,Maine,0101,US-Canada Border,Dec-23,Personal Vehicle Passengers,0,43.659,-70.243,POINT (-70.243056 43.659444)
Portland,Maine,0101,US-Canada Border,Dec-23,Buses,42,43.659,-70.243,POINT (-70.243056 43.659444)
Roma,Texas,2310,US-Mexico Border,Dec-23,Personal Vehicle Passengers,401500,26.404,-99.019,POINT (-99.018981 26.403928)
Laurier,Washington,3016,US-Canada Border,Dec-23,Buses,4,49,-118.224,POINT (-118.223777 49.000083)
Noyes,Minnesota,3402,US-Canada Border,Dec-23,Bus Passengers,198,49,-97.207,POINT (-97.206601 49.000171)
Portal,North Dakota,3403,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.999,-102.552,POINT (-102.551944 48.998944)
Beecher Falls,Vermont,0206,US-Canada Border,Dec-23,Trucks,1523,45.013,-71.505,POINT (-71.505309 45.013411)
Point Roberts,Washington,3017,US-Canada Border,Dec-23,Buses,82,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Alcan,Alaska,3104,US-Canada Border,Dec-23,Rail Containers Loaded,0,62.615,-141.001,POINT (-141.001444 62.614961)
Port Huron,Michigan,3802,US-Canada Border,Dec-23,Rail Containers Loaded,15386,42.999,-82.424,POINT (-82.423611 42.998611)
Noyes,Minnesota,3402,US-Canada Border,Dec-23,Truck Containers Empty,0,49,-97.207,POINT (-97.206601 49.000171)
Eastport,Idaho,3302,US-Canada Border,Dec-23,Pedestrians,195,49.001,-116.181,POINT (-116.181027 49.000555)
Ogdensburg,New York,0701,US-Canada Border,Dec-23,Personal Vehicle Passengers,115231,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Piegan,Montana,3316,US-Canada Border,Dec-23,Train Passengers,0,48.998,-113.379,POINT (-113.378777 48.998083)
Laredo,Texas,2304,US-Mexico Border,Dec-23,Truck Containers Empty,25763,27.5,-99.507,POINT (-99.507412 27.499561)
Progreso,Texas,2309,US-Mexico Border,Dec-23,Pedestrians,78609,26.062,-97.95,POINT (-97.949958 26.062133)
El Paso,Texas,2402,US-Mexico Border,Dec-23,Rail Containers Empty,1208,31.764,-106.451,POINT (-106.451188 31.764363)
Madawaska,Maine,0109,US-Canada Border,Dec-23,Bus Passengers,236,47.36,-68.329,POINT (-68.328684 47.360052)
Roosville,Montana,3318,US-Canada Border,Dec-23,Buses,36,49,-115.056,POINT (-115.056027 48.999638)
Del Bonita,Montana,3322,US-Canada Border,Dec-23,Trains,0,48.999,-112.788,POINT (-112.78825 48.998555)
Northgate,North Dakota,3406,US-Canada Border,Dec-23,Truck Containers Loaded,0,48.999,-102.275,POINT (-102.27475 48.998833)
Columbus,New Mexico,2406,US-Mexico Border,Dec-23,Rail Containers Loaded,0,31.784,-107.628,POINT (-107.627948 31.783742)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Personal Vehicles,1526,48.999,-101.628,POINT (-101.627527 48.999305)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Bus Passengers,0,48.999,-101.628,POINT (-101.627527 48.999305)
Antler,North Dakota,3413,US-Canada Border,Dec-23,Trains,0,48.999,-101.296,POINT (-101.296055 48.999472)
Rio Grande City,Texas,2307,US-Mexico Border,Dec-23,Personal Vehicle Passengers,152928,26.366,-98.803,POINT (-98.802513 26.365761)
Northgate,North Dakota,3406,US-Canada Border,Dec-23,Rail Containers Empty,0,48.999,-102.275,POINT (-102.27475 48.998833)
International Falls,Minnesota,3604,US-Canada Border,Dec-23,Rail Containers Empty,0,48.608,-93.401,POINT (-93.401355 48.6078)
St John,North Dakota,3405,US-Canada Border,Dec-23,Truck Containers Empty,0,48.999,-99.659,POINT (-99.659111 48.999277)
Highgate Springs,Vermont,0212,US-Canada Border,Dec-23,Truck Containers Empty,0,45.015,-73.085,POINT (-73.085037 45.015414)
Warroad,Minnesota,3423,US-Canada Border,Dec-23,Bus Passengers,2360,48.999,-95.377,POINT (-95.376555 48.999)
Grand Portage,Minnesota,3613,US-Canada Border,Dec-23,Pedestrians,0,48.001,-89.585,POINT (-89.58515 48.001427)
Trout River,New York,0715,US-Canada Border,Dec-23,Pedestrians,74,44.992,-74.308,POINT (-74.308172 44.992058)
