Port_Name,State,Port_Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Truck Containers Loaded,64,48.999,-101.628,POINT (-101.627527 48.999305)
Sasabe,Arizona,2606,US-Mexico Border,Dec-23,Trains,0,31.483,-111.544,POINT (-111.544363 31.483039)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Personal Vehicles,122821,46.509,-84.361,POINT (-84.360833 46.508611)
Scobey,Montana,3309,US-Canada Border,Dec-23,Trucks,56,49,-105.408,POINT (-105.407638 48.999527)
Detroit,Michigan,3801,US-Canada Border,Dec-23,Truck Containers Loaded,0,42.332,-83.048,POINT (-83.047924 42.331685)
Ogdensburg,New York,0701,US-Canada Border,Dec-23,Personal Vehicle Passengers,80055,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Hidalgo,Texas,2305,US-Mexico Border,Dec-23,Truck Containers Empty,0,26.095,-98.271,POINT (-98.271092 26.095032)
Dunseith,North Dakota,3422,US-Canada Border,Dec-23,Buses,29,48.999,-100.052,POINT (-100.052166 48.999277)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Personal Vehicle Passengers,429643,29.327,-100.928,POINT (-100.927612 29.326784)
Highgate Springs,Vermont,0212,US-Canada Border,Dec-23,Train Passengers,60,45.015,-73.085,POINT (-73.085037 45.015414)
Porthill,Idaho,3308,US-Canada Border,Dec-23,Bus Passengers,156,49,-116.499,POINT (-116.49925 48.999861)
Porthill,Idaho,3308,US-Canada Border,Dec-23,Bus Passengers,129,49,-116.499,POINT (-116.49925 48.999861)
Madawaska,Maine,0109,US-Canada Border,Dec-23,Buses,3,47.36,-68.329,POINT (-68.328684 47.360052)
Carbury,North Dakota,3421,US-Canada Border,Dec-23,Pedestrians,0,48.999,-100.556,POINT (-100.555805 48.999416)
Neche,North Dakota,3404,US-Canada Border,Dec-23,Trucks,868,49.001,-97.557,POINT (-97.557333 49.000527)
Noonan,North Dakota,3420,US-Canada Border,Dec-23,Truck Containers Empty,0,48.999,-103.004,POINT (-103.004361 48.999333)
Metaline Falls,Washington,3025,US-Canada Border,Dec-23,Rail Containers Loaded,0,49,-117.299,POINT (-117.299444 48.999972)
Tornillo,Texas,2404,US-Mexico Border,Dec-23,Trains,0,31.435,-106.143,POINT (-106.142669 31.435334)
San Ysidro,California,2504,US-Mexico Border,Dec-23,Buses,0,32.543,-117.029,POINT (-117.028761 32.542528)
Trout River,New York,0715,US-Canada Border,Dec-23,Personal Vehicle Passengers,61541,44.992,-74.308,POINT (-74.308172 44.992058)
Boundary,Washington,3015,US-Canada Border,Dec-23,Truck Containers Loaded,0,49.001,-117.628,POINT (-117.627583 49.00075)
Portal,North Dakota,3403,US-Canada Border,Dec-23,Truck Containers Empty,0,48.999,-102.552,POINT (-102.551944 48.998944)
Ambrose,North Dakota,3410,US-Canada Border,Dec-23,Bus Passengers,0,48.999,-103.487,POINT (-103.486555 48.999305)
Beecher Falls,Vermont,0206,US-Canada Border,Dec-23,Truck Containers Loaded,0,45.013,-71.505,POINT (-71.505309 45.013411)
Portland,Maine,0101,US-Canada Border,Dec-23,Truck Containers Empty,0,43.659,-70.243,POINT (-70.243056 43.659444)
Westhope,North Dakota,3419,US-Canada Border,Dec-23,Bus Passengers,0,49,-101.017,POINT (-101.017277 48.999611)
Noonan,North Dakota,3420,US-Canada Border,Dec-23,Bus Passengers,0,48.999,-103.004,POINT (-103.004361 48.999333)
Ambrose,North Dakota,3410,US-Canada Border,Dec-23,Bus Passengers,0,48.999,-103.487,POINT (-103.486555 48.999305)
Lukeville,Arizona,2602,US-Mexico Border,Dec-23,Pedestrians,6633,31.88,-112.817,POINT (-112.817077 31.880195)
Opheim,Montana,3317,US-Canada Border,Dec-23,Personal Vehicle Passengers,2400,49,-106.378,POINT (-106.377583 48.999527)
Port Huron,Michigan,3802,US-Canada Border,Dec-23,Pedestrians,1007,42.999,-82.424,POINT (-82.423611 42.998611)
Portal,North Dakota,3403,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.999,-102.552,POINT (-102.551944 48.998944)
Progreso,Texas,2309,US-Mexico Border,Dec-23,Personal Vehicle Passengers,243372,26.062,-97.95,POINT (-97.949958 26.062133)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Truck Containers Empty,309,32.485,-114.782,POINT (-114.7822222 32.485)
Naco,Arizona,2603,US-Mexico Border,Dec-23,Personal Vehicles,27398,31.334,-109.948,POINT (-109.948413 31.334084)
Morgan,Montana,3319,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-107.832,POINT (-107.831819 48.999829)
Vanceboro,Maine,0105,US-Canada Border,Dec-23,Truck Containers Empty,164,45.569,-67.429,POINT (-67.428541 45.568761)
Maida,North Dakota,3416,US-Canada Border,Dec-23,Personal Vehicle Passengers,3396,49,-98.365,POINT (-98.36525 49.00025)
Eastport,Idaho,3302,US-Canada Border,Dec-23,Truck Containers Empty,38,49.001,-116.181,POINT (-116.181027 49.000555)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Pedestrians,7,49,-97.237,POINT (-97.237036 49.000453)
Antler,North Dakota,3413,US-Canada Border,Dec-23,Trucks,46,48.999,-101.296,POINT (-101.296055 48.999472)
Otay Mesa,California,2506,US-Mexico Border,Dec-23,Bus Passengers,47041,32.55,-116.939,POINT (-116.938538 32.55033)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.999,-101.628,POINT (-101.627527 48.999305)
Derby Line,Vermont,0209,US-Canada Border,Dec-23,Buses,132,45.006,-72.099,POINT (-72.099279 45.005739)
Skagway,Alaska,3103,US-Canada Border,Dec-23,Truck Containers Loaded,0,59.63,-135.164,POINT (-135.164444 59.629722)
Laredo,Texas,2304,US-Mexico Border,Dec-23,Personal Vehicles,660703,27.5,-99.507,POINT (-99.507412 27.499561)
Houlton,Maine,0106,US-Canada Border,Dec-23,Truck Containers Loaded,8002,46.135,-67.781,POINT (-67.781288 46.134879)
Raymond,Montana,3301,US-Canada Border,Dec-23,Personal Vehicles,4559,48.999,-104.574,POINT (-104.574333 48.999194)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-23,Rail Containers Loaded,2800,28.705,-100.512,POINT (-100.511977 28.705483)
Westhope,North Dakota,3419,US-Canada Border,Dec-23,Trucks,416,49,-101.017,POINT (-101.017277 48.999611)
Kenneth G Ward,Washington,3023,US-Canada Border,Dec-23,Personal Vehicle Passengers,145051,49.002,-122.485,POINT (-122.485027 49.002277)
Fortuna,North Dakota,3417,US-Canada Border,Dec-23,Pedestrians,0,49,-103.809,POINT (-103.80925 48.999555)
Tecate,California,2505,US-Mexico Border,Dec-23,Trucks,4970,32.576,-116.626,POINT (-116.626216 32.576428)
Metaline Falls,Washington,3025,US-Canada Border,Dec-23,Pedestrians,0,49,-117.299,POINT (-117.299444 48.999972)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Trucks,4481,32.485,-114.782,POINT (-114.7822222 32.485)
Warroad,Minnesota,3423,US-Canada Border,Dec-23,Buses,106,48.999,-95.377,POINT (-95.376555 48.999)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Trains,41,46.509,-84.361,POINT (-84.360833 46.508611)
Portal,North Dakota,3403,US-Canada Border,Dec-23,Trucks,4473,48.999,-102.552,POINT (-102.551944 48.998944)
Tornillo,Texas,2404,US-Mexico Border,Dec-23,Personal Vehicle Passengers,156934,31.435,-106.143,POINT (-106.142669 31.435334)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Rail Containers Loaded,0,48.999,-101.628,POINT (-101.627527 48.999305)
Bridgewater,Maine,0127,US-Canada Border,Dec-23,Truck Containers Empty,0,46.45,-67.785,POINT (-67.78484 46.450335)
Metaline Falls,Washington,3025,US-Canada Border,Dec-23,Truck Containers Loaded,0,49,-117.299,POINT (-117.299444 48.999972)
Nogales,Arizona,2604,US-Mexico Border,Dec-23,Truck Containers Loaded,14180,31.333,-110.943,POINT (-110.942516 31.332839)
Roseau,Minnesota,3426,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-95.766,POINT (-95.766469 48.999538)
Columbus,New Mexico,2406,US-Mexico Border,Dec-23,Trucks,115,31.784,-107.628,POINT (-107.627948 31.783742)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Bus Passengers,10332,46.509,-84.361,POINT (-84.360833 46.508611)
Pembina,North Dakota,3401,US-Canada Border,Dec-23,Pedestrians,13,49,-97.237,POINT (-97.237036 49.000453)
Alcan,Alaska,3104,US-Canada Border,Dec-23,Bus Passengers,570,62.615,-141.001,POINT (-141.001444 62.614961)
St John,North Dakota,3405,US-Canada Border,Dec-23,Train Passengers,0,48.999,-99.659,POINT (-99.659111 48.999277)
Westhope,North Dakota,3419,US-Canada Border,Dec-23,Truck Containers Loaded,0,49,-101.017,POINT (-101.017277 48.999611)
El Paso,Texas,2402,US-Mexico Border,Dec-23,Truck Containers Empty,25871,31.764,-106.451,POINT (-106.451188 31.764363)
Whitetail,Montana,3312,US-Canada Border,Dec-23,Pedestrians,0,48.999,-105.162,POINT (-105.162324 48.999347)
Jackman,Maine,0104,US-Canada Border,Dec-23,Rail Containers Loaded,532,45.806,-70.397,POINT (-70.396722 45.805661)
Sweetgrass,Montana,3310,US-Canada Border,Dec-23,Train Passengers,90,48.998,-111.96,POINT (-111.959611 48.998388)
Sarles,North Dakota,3409,US-Canada Border,Dec-23,Rail Containers Loaded,0,49,-98.938,POINT (-98.938361 49.000027)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Rail Containers Empty,0,48.999,-101.628,POINT (-101.627527 48.999305)
Eastport,Idaho,3302,US-Canada Border,Dec-23,Pedestrians,205,49.001,-116.181,POINT (-116.181027 49.000555)
Ambrose,North Dakota,3410,US-Canada Border,Dec-23,Train Passengers,0,48.999,-103.487,POINT (-103.486555 48.999305)
Whitetail,Montana,3312,US-Canada Border,Dec-23,Pedestrians,0,48.999,-105.162,POINT (-105.162324 48.999347)
Opheim,Montana,3317,US-Canada Border,Dec-23,Truck Containers Loaded,0,49,-106.378,POINT (-106.377583 48.999527)
Beecher Falls,Vermont,0206,US-Canada Border,Dec-23,Bus Passengers,216,45.013,-71.505,POINT (-71.505309 45.013411)
Calexico East,California,2507,US-Mexico Border,Dec-23,Truck Containers Loaded,7297,32.673,-115.388,POINT (-115.388018 32.673389)
Van Buren,Maine,0108,US-Canada Border,Dec-23,Truck Containers Loaded,737,47.16,-67.931,POINT (-67.930799 47.159645)
Fortuna,North Dakota,3417,US-Canada Border,Dec-23,Trucks,233,49,-103.809,POINT (-103.80925 48.999555)
Naco,Arizona,2603,US-Mexico Border,Dec-23,Personal Vehicle Passengers,53329,31.334,-109.948,POINT (-109.948413 31.334084)
San Ysidro,California,2504,US-Mexico Border,Dec-23,Personal Vehicle Passengers,2707078,32.543,-117.029,POINT (-117.028761 32.542528)
Richford,Vermont,0203,US-Canada Border,Dec-23,Personal Vehicle Passengers,29681,45.012,-72.589,POINT (-72.588559 45.01174)
Del Bonita,Montana,3322,US-Canada Border,Dec-23,Trucks,59,48.999,-112.788,POINT (-112.78825 48.998555)
Nighthawk,Washington,3011,US-Canada Border,Dec-23,Rail Containers Loaded,0,49,-119.671,POINT (-119.67103 49.000144)
Danville,Washington,3012,US-Canada Border,Dec-23,Truck Containers Loaded,0,49,-118.504,POINT (-118.503722 49.000083)
Sumas,Washington,3009,US-Canada Border,Dec-23,Rail Containers Empty,7,49.002,-122.265,POINT (-122.264805 49.002388)
Naco,Arizona,2603,US-Mexico Border,Dec-23,Trains,0,31.334,-109.948,POINT (-109.948413 31.334084)
Nighthawk,Washington,3011,US-Canada Border,Dec-23,Bus Passengers,0,49,-119.671,POINT (-119.67103 49.000144)
Kenneth G Ward,Washington,3023,US-Canada Border,Dec-23,Rail Containers Empty,0,49.002,-122.485,POINT (-122.485027 49.002277)
Sumas,Washington,3009,US-Canada Border,Dec-23,Bus Passengers,2028,49.002,-122.265,POINT (-122.264805 49.002388)
Frontier,Washington,3020,US-Canada Border,Dec-23,Rail Containers Empty,0,49,-117.832,POINT (-117.831527 49.0005)
Danville,Washington,3012,US-Canada Border,Dec-23,Pedestrians,156,49,-118.504,POINT (-118.503722 49.000083)
Northgate,North Dakota,3406,US-Canada Border,Dec-23,Rail Containers Empty,0,48.999,-102.275,POINT (-102.27475 48.998833)
Detroit,Michigan,3801,US-Canada Border,Dec-23,Truck Containers Loaded,0,42.332,-83.048,POINT (-83.047924 42.331685)
Sumas,Washington,3009,US-Canada Border,Dec-23,Rail Containers Loaded,0,49.002,-122.265,POINT (-122.264805 49.002388)
Oroville,Washington,3019,US-Canada Border,Dec-23,Truck Containers Empty,0,49,-119.462,POINT (-119.461833 49.000083)
Madawaska,Maine,0109,US-Canada Border,Dec-23,Buses,3,47.36,-68.329,POINT (-68.328684 47.360052)
Noonan,North Dakota,3420,US-Canada Border,Dec-23,Personal Vehicles,2711,48.999,-103.004,POINT (-103.004361 48.999333)
Port Huron,Michigan,3802,US-Canada Border,Dec-23,Bus Passengers,5350,42.999,-82.424,POINT (-82.423611 42.998611)
Ogdensburg,New York,0701,US-Canada Border,Dec-23,Truck Containers Loaded,4,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Buses,598,29.327,-100.928,POINT (-100.927612 29.326784)
Antler,North Dakota,3413,US-Canada Border,Dec-23,Personal Vehicles,1390,48.999,-101.296,POINT (-101.296055 48.999472)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-23,Pedestrians,38480,28.705,-100.512,POINT (-100.511977 28.705483)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Personal Vehicle Passengers,513190,32.485,-114.782,POINT (-114.7822222 32.485)
Noyes,Minnesota,3402,US-Canada Border,Dec-23,Buses,22,49,-97.207,POINT (-97.206601 49.000171)
Roseau,Minnesota,3426,US-Canada Border,Dec-23,Personal Vehicles,3321,49,-95.766,POINT (-95.766469 48.999538)
Portal,North Dakota,3403,US-Canada Border,Dec-23,Truck Containers Empty,0,48.999,-102.552,POINT (-102.551944 48.998944)
Westhope,North Dakota,3419,US-Canada Border,Dec-23,Truck Containers Loaded,0,49,-101.017,POINT (-101.017277 48.999611)
Ambrose,North Dakota,3410,US-Canada Border,Dec-23,Pedestrians,0,48.999,-103.487,POINT (-103.486555 48.999305)
Sweetgrass,Montana,3310,US-Canada Border,Dec-23,Personal Vehicles,15768,48.998,-111.96,POINT (-111.959611 48.998388)
Hidalgo,Texas,2305,US-Mexico Border,Dec-23,Truck Containers Empty,0,26.095,-98.271,POINT (-98.271092 26.095032)
Fort Fairfield,Maine,0107,US-Canada Border,Dec-23,Truck Containers Loaded,0,46.765,-67.789,POINT (-67.789471 46.765323)
Richford,Vermont,0203,US-Canada Border,Dec-23,Personal Vehicles,17791,45.012,-72.589,POINT (-72.588559 45.01174)
Detroit,Michigan,3801,US-Canada Border,Dec-23,Truck Containers Loaded,0,42.332,-83.048,POINT (-83.047924 42.331685)
Vanceboro,Maine,0105,US-Canada Border,Dec-23,Personal Vehicles,6493,45.569,-67.429,POINT (-67.428541 45.568761)
Calexico,California,2503,US-Mexico Border,Dec-23,Pedestrians,550354,32.673,-115.388,POINT (-115.388018 32.673389)
Oroville,Washington,3019,US-Canada Border,Dec-23,Buses,38,49,-119.462,POINT (-119.461833 49.000083)
Beecher Falls,Vermont,0206,US-Canada Border,Dec-23,Bus Passengers,471,45.013,-71.505,POINT (-71.505309 45.013411)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Truck Containers Empty,0,48.999,-101.628,POINT (-101.627527 48.999305)
Madawaska,Maine,0109,US-Canada Border,Dec-23,Bus Passengers,603,47.36,-68.329,POINT (-68.328684 47.360052)
Skagway,Alaska,3103,US-Canada Border,Dec-23,Buses,7,59.63,-135.164,POINT (-135.164444 59.629722)
Turner,Montana,3306,US-Canada Border,Dec-23,Pedestrians,0,49,-108.388,POINT (-108.387916 48.999527)
Houlton,Maine,0106,US-Canada Border,Dec-23,Truck Containers Empty,0,46.135,-67.781,POINT (-67.781288 46.134879)
Tornillo,Texas,2404,US-Mexico Border,Dec-23,Train Passengers,0,31.435,-106.143,POINT (-106.142669 31.435334)
Sumas,Washington,3009,US-Canada Border,Dec-23,Truck Containers Loaded,0,49.002,-122.265,POINT (-122.264805 49.002388)
Santa Teresa,New Mexico,2408,US-Mexico Border,Dec-23,Trains,0,31.784,-106.679,POINT (-106.679437 31.783939)
Antler,North Dakota,3413,US-Canada Border,Dec-23,Buses,0,48.999,-101.296,POINT (-101.296055 48.999472)
Sasabe,Arizona,2606,US-Mexico Border,Dec-23,Trucks,98,31.483,-111.544,POINT (-111.544363 31.483039)
Boundary,Washington,3015,US-Canada Border,Dec-23,Truck Containers Empty,0,49.001,-117.628,POINT (-117.627583 49.00075)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-23,Truck Containers Loaded,2388,28.705,-100.512,POINT (-100.511977 28.705483)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Rail Containers Loaded,1410,46.509,-84.361,POINT (-84.360833 46.508611)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Buses,579,29.327,-100.928,POINT (-100.927612 29.326784)
Ferry,Washington,3013,US-Canada Border,Dec-23,Trains,0,49,-118.761,POINT (-118.761166 49.000083)
Limestone,Maine,0118,US-Canada Border,Dec-23,Bus Passengers,109,46.925,-67.79,POINT (-67.789597 46.924555)
Porthill,Idaho,3308,US-Canada Border,Dec-23,Pedestrians,8,49,-116.499,POINT (-116.49925 48.999861)
Fortuna,North Dakota,3417,US-Canada Border,Dec-23,Personal Vehicle Passengers,2744,49,-103.809,POINT (-103.80925 48.999555)
Roma,Texas,2310,US-Mexico Border,Dec-23,Buses,303,26.404,-99.019,POINT (-99.018981 26.403928)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Rail Containers Empty,0,29.327,-100.928,POINT (-100.927612 29.326784)
Hidalgo,Texas,2305,US-Mexico Border,Dec-23,Pedestrians,222312,26.095,-98.271,POINT (-98.271092 26.095032)
Van Buren,Maine,0108,US-Canada Border,Dec-23,Truck Containers Empty,927,47.16,-67.931,POINT (-67.930799 47.159645)
Sarles,North Dakota,3409,US-Canada Border,Dec-23,Pedestrians,0,49,-98.938,POINT (-98.938361 49.000027)
Kenneth G Ward,Washington,3023,US-Canada Border,Dec-23,Bus Passengers,981,49.002,-122.485,POINT (-122.485027 49.002277)
Maida,North Dakota,3416,US-Canada Border,Dec-23,Truck Containers Empty,0,49,-98.365,POINT (-98.36525 49.00025)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Truck Containers Loaded,249,48.999,-101.628,POINT (-101.627527 48.999305)
Portland,Maine,0101,US-Canada Border,Dec-23,Train Passengers,0,43.659,-70.243,POINT (-70.243056 43.659444)
San Ysidro,California,2504,US-Mexico Border,Dec-23,Rail Containers Empty,0,32.543,-117.029,POINT (-117.028761 32.542528)
Norton,Vermont,0211,US-Canada Border,Dec-23,Personal Vehicle Passengers,16371,45.011,-71.793,POINT (-71.793219 45.010771)
Jackman,Maine,0104,US-Canada Border,Dec-23,Personal Vehicles,20060,45.806,-70.397,POINT (-70.396722 45.805661)
Del Rio,Texas,2302,US-Mexico Border,Dec-23,Personal Vehicle Passengers,440983,29.327,-100.928,POINT (-100.927612 29.326784)
Frontier,Washington,3020,US-Canada Border,Dec-23,Personal Vehicles,2796,49,-117.832,POINT (-117.831527 49.0005)
Trout River,New York,0715,US-Canada Border,Dec-23,Truck Containers Loaded,0,44.992,-74.308,POINT (-74.308172 44.992058)
St John,North Dakota,3405,US-Canada Border,Dec-23,Bus Passengers,0,48.999,-99.659,POINT (-99.659111 48.999277)
Sasabe,Arizona,2606,US-Mexico Border,Dec-23,Truck Containers Empty,0,31.483,-111.544,POINT (-111.544363 31.483039)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-23,Personal Vehicle Passengers,555375,28.705,-100.512,POINT (-100.511977 28.705483)
Nogales,Arizona,2604,US-Mexico Border,Dec-23,Train Passengers,0,31.333,-110.943,POINT (-110.942516 31.332839)
Metaline Falls,Washington,3025,US-Canada Border,Dec-23,Buses,30,49,-117.299,POINT (-117.299444 48.999972)
Calexico East,California,2507,US-Mexico Border,Dec-23,Train Passengers,0,32.673,-115.388,POINT (-115.388018 32.673389)
Brownsville,Texas,2301,US-Mexico Border,Dec-23,Bus Passengers,19550,25.952,-97.401,POINT (-97.40067 25.95155)
Neche,North Dakota,3404,US-Canada Border,Dec-23,Buses,0,49.001,-97.557,POINT (-97.557333 49.000527)
Andrade,California,2502,US-Mexico Border,Dec-23,Personal Vehicles,38304,32.718,-114.728,POINT (-114.72832 32.718143)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Rail Containers Empty,0,32.485,-114.782,POINT (-114.7822222 32.485)
Frontier,Washington,3020,US-Canada Border,Dec-23,Truck Containers Loaded,0,49,-117.832,POINT (-117.831527 49.0005)
Antler,North Dakota,3413,US-Canada Border,Dec-23,Buses,0,48.999,-101.296,POINT (-101.296055 48.999472)
Sherwood,North Dakota,3414,US-Canada Border,Dec-23,Trucks,239,48.999,-101.628,POINT (-101.627527 48.999305)
Sweetgrass,Montana,3310,US-Canada Border,Dec-23,Personal Vehicle Passengers,66720,48.998,-111.96,POINT (-111.959611 48.998388)
Fortuna,North Dakota,3417,US-Canada Border,Dec-23,Truck Containers Empty,0,49,-103.809,POINT (-103.80925 48.999555)
Derby Line,Vermont,0209,US-Canada Border,Dec-23,Truck Containers Empty,750,45.006,-72.099,POINT (-72.099279 45.005739)
Madawaska,Maine,0109,US-Canada Border,Dec-23,Trucks,1603,47.36,-68.329,POINT (-68.328684 47.360052)
El Paso,Texas,2402,US-Mexico Border,Dec-23,Bus Passengers,9123,31.764,-106.451,POINT (-106.451188 31.764363)
Pinecreek,Minnesota,3425,US-Canada Border,Dec-23,Trains,0,49,-95.978,POINT (-95.977694 48.999916)
Piegan,Montana,3316,US-Canada Border,Dec-23,Personal Vehicles,3377,48.998,-113.379,POINT (-113.378777 48.998083)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Dec-23,Rail Containers Empty,0,43.095,-79.056,POINT (-79.055847 43.09549)
Sasabe,Arizona,2606,US-Mexico Border,Dec-23,Trucks,199,31.483,-111.544,POINT (-111.544363 31.483039)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec-23,Pedestrians,0,46.509,-84.361,POINT (-84.360833 46.508611)
Richford,Vermont,0203,US-Canada Border,Dec-23,Truck Containers Loaded,0,45.012,-72.589,POINT (-72.588559 45.01174)
Beecher Falls,Vermont,0206,US-Canada Border,Dec-23,Trucks,2047,45.013,-71.505,POINT (-71.505309 45.013411)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Truck Containers Loaded,2800,32.485,-114.782,POINT (-114.7822222 32.485)
Hannah,North Dakota,3408,US-Canada Border,Dec-23,Trains,0,49,-98.694,POINT (-98.693777 49.000138)
Raymond,Montana,3301,US-Canada Border,Dec-23,Trains,0,48.999,-104.574,POINT (-104.574333 48.999194)
Bridgewater,Maine,0127,US-Canada Border,Dec-23,Buses,0,46.45,-67.785,POINT (-67.78484 46.450335)
Presidio,Texas,2403,US-Mexico Border,Dec-23,Rail Containers Empty,60,29.562,-104.395,POINT (-104.394907 29.561827)
Bridgewater,Maine,0127,US-Canada Border,Dec-23,Bus Passengers,0,46.45,-67.785,POINT (-67.78484 46.450335)
Derby Line,Vermont,0209,US-Canada Border,Dec-23,Personal Vehicles,78402,45.006,-72.099,POINT (-72.099279 45.005739)
Madawaska,Maine,0109,US-Canada Border,Dec-23,Trains,0,47.36,-68.329,POINT (-68.328684 47.360052)
Limestone,Maine,0118,US-Canada Border,Dec-23,Trains,0,46.925,-67.79,POINT (-67.789597 46.924555)
Fort Kent,Maine,0110,US-Canada Border,Dec-23,Trains,0,47.249,-68.604,POINT (-68.603918 47.249206)
St John,North Dakota,3405,US-Canada Border,Dec-23,Bus Passengers,0,48.999,-99.659,POINT (-99.659111 48.999277)
Point Roberts,Washington,3017,US-Canada Border,Dec-23,Truck Containers Empty,0,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Highgate Springs,Vermont,0212,US-Canada Border,Dec-23,Truck Containers Loaded,0,45.015,-73.085,POINT (-73.085037 45.015414)
