Port_Name,State,Port_Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Truck Containers Empty,0,31.784,-107.628,POINT (-107.627948 31.783742)
Portland,Maine,0101,US-Canada Border,Feb-24,Bus Passengers,0,43.659,-70.243,POINT (-70.243056 43.659444)
Nighthawk,Washington,3011,US-Canada Border,Feb-24,Truck Containers Loaded,0,49,-119.671,POINT (-119.67103 49.000144)
Noyes,Minnesota,3402,US-Canada Border,Feb-24,Buses,10,49,-97.207,POINT (-97.206601 49.000171)
Norton,Vermont,0211,US-Canada Border,Feb-24,Rail Containers Empty,421,45.011,-71.793,POINT (-71.793219 45.010771)
Derby Line,Vermont,0209,US-Canada Border,Feb-24,Truck Containers Loaded,6121,45.006,-72.099,POINT (-72.099279 45.005739)
Champlain Rouses Point,New York,0712,US-Canada Border,Feb-24,Personal Vehicles,93957,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
International Falls,Minnesota,3604,US-Canada Border,Feb-24,Rail Containers Empty,0,48.608,-93.401,POINT (-93.401355 48.6078)
Skagway,Alaska,3103,US-Canada Border,Feb-24,Rail Containers Loaded,0,59.63,-135.164,POINT (-135.164444 59.629722)
Alcan,Alaska,3104,US-Canada Border,Feb-24,Rail Containers Loaded,0,62.615,-141.001,POINT (-141.001444 62.614961)
Naco,Arizona,2603,US-Mexico Border,Feb-24,Trains,0,31.334,-109.948,POINT (-109.948413 31.334084)
Whitetail,Montana,3312,US-Canada Border,Feb-24,Rail Containers Empty,0,48.999,-105.162,POINT (-105.162324 48.999347)
Fort Fairfield,Maine,0107,US-Canada Border,Feb-24,Pedestrians,14,46.765,-67.789,POINT (-67.789471 46.765323)
Houlton,Maine,0106,US-Canada Border,Feb-24,Pedestrians,38,46.135,-67.781,POINT (-67.781288 46.134879)
Raymond,Montana,3301,US-Canada Border,Feb-24,Personal Vehicle Passengers,7470,48.999,-104.574,POINT (-104.574333 48.999194)
Fortuna,North Dakota,3417,US-Canada Border,Feb-24,Truck Containers Empty,22,49,-103.809,POINT (-103.80925 48.999555)
Calais,Maine,0115,US-Canada Border,Feb-24,Pedestrians,2574,45.189,-67.275,POINT (-67.275381 45.188548)
Northgate,North Dakota,3406,US-Canada Border,Feb-24,Train Passengers,0,48.999,-102.275,POINT (-102.27475 48.998833)
Portal,North Dakota,3403,US-Canada Border,Feb-24,Rail Containers Loaded,0,48.999,-102.552,POINT (-102.551944 48.998944)
Metaline Falls,Washington,3025,US-Canada Border,Feb-24,Pedestrians,9,49,-117.299,POINT (-117.299444 48.999972)
St John,North Dakota,3405,US-Canada Border,Feb-24,Rail Containers Empty,0,48.999,-99.659,POINT (-99.659111 48.999277)
Limestone,Maine,0118,US-Canada Border,Feb-24,Buses,3,46.925,-67.79,POINT (-67.789597 46.924555)
Pembina,North Dakota,3401,US-Canada Border,Feb-24,Truck Containers Loaded,0,49,-97.237,POINT (-97.237036 49.000453)
Calais,Maine,0115,US-Canada Border,Feb-24,Pedestrians,4103,45.189,-67.275,POINT (-67.275381 45.188548)
Sumas,Washington,3009,US-Canada Border,Feb-24,Buses,105,49.002,-122.265,POINT (-122.264805 49.002388)
Grand Portage,Minnesota,3613,US-Canada Border,Feb-24,Pedestrians,0,48.001,-89.585,POINT (-89.58515 48.001427)
Fort Kent,Maine,0110,US-Canada Border,Feb-24,Rail Containers Loaded,0,47.249,-68.604,POINT (-68.603918 47.249206)
Danville,Washington,3012,US-Canada Border,Feb-24,Truck Containers Empty,0,49,-118.504,POINT (-118.503722 49.000083)
Northgate,North Dakota,3406,US-Canada Border,Feb-24,Bus Passengers,111,48.999,-102.275,POINT (-102.27475 48.998833)
Vanceboro,Maine,0105,US-Canada Border,Feb-24,Personal Vehicle Passengers,13234,45.569,-67.429,POINT (-67.428541 45.568761)
Scobey,Montana,3309,US-Canada Border,Feb-24,Personal Vehicle Passengers,1875,49,-105.408,POINT (-105.407638 48.999527)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Rail Containers Empty,0,31.784,-107.628,POINT (-107.627948 31.783742)
Noonan,North Dakota,3420,US-Canada Border,Feb-24,Buses,2,48.999,-103.004,POINT (-103.004361 48.999333)
San Luis,Arizona,2608,US-Mexico Border,Feb-24,Trucks,5093,32.485,-114.782,POINT (-114.7822222 32.485)
Metaline Falls,Washington,3025,US-Canada Border,Feb-24,Rail Containers Empty,0,49,-117.299,POINT (-117.299444 48.999972)
Lukeville,Arizona,2602,US-Mexico Border,Feb-24,Trucks,307,31.88,-112.817,POINT (-112.817077 31.880195)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Rail Containers Empty,0,59.451,-136.362,POINT (-136.361944 59.450556)
Hidalgo,Texas,2305,US-Mexico Border,Feb-24,Train Passengers,0,26.095,-98.271,POINT (-98.271092 26.095032)
Calais,Maine,0115,US-Canada Border,Feb-24,Truck Containers Empty,905,45.189,-67.275,POINT (-67.275381 45.188548)
Hannah,North Dakota,3408,US-Canada Border,Feb-24,Pedestrians,0,49,-98.694,POINT (-98.693777 49.000138)
Rio Grande City,Texas,2307,US-Mexico Border,Feb-24,Rail Containers Empty,0,26.366,-98.803,POINT (-98.802513 26.365761)
Calais,Maine,0115,US-Canada Border,Feb-24,Trucks,9163,45.189,-67.275,POINT (-67.275381 45.188548)
Eastport,Idaho,3302,US-Canada Border,Feb-24,Truck Containers Loaded,3505,49.001,-116.181,POINT (-116.181027 49.000555)
Beecher Falls,Vermont,0206,US-Canada Border,Feb-24,Trains,0,45.013,-71.505,POINT (-71.505309 45.013411)
Brownsville,Texas,2301,US-Mexico Border,Feb-24,Personal Vehicle Passengers,1169385,25.952,-97.401,POINT (-97.40067 25.95155)
St John,North Dakota,3405,US-Canada Border,Feb-24,Trains,0,48.999,-99.659,POINT (-99.659111 48.999277)
Douglas,Arizona,2601,US-Mexico Border,Feb-24,Truck Containers Empty,835,31.334,-109.56,POINT (-109.560344 31.334043)
Limestone,Maine,0118,US-Canada Border,Feb-24,Train Passengers,0,46.925,-67.79,POINT (-67.789597 46.924555)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Train Passengers,0,59.451,-136.362,POINT (-136.361944 59.450556)
Eastport,Idaho,3302,US-Canada Border,Feb-24,Buses,32,49.001,-116.181,POINT (-116.181027 49.000555)
Calexico,California,2503,US-Mexico Border,Feb-24,Trucks,13979,32.673,-115.388,POINT (-115.388018 32.673389)
Sweetgrass,Montana,3310,US-Canada Border,Feb-24,Truck Containers Loaded,7903,48.998,-111.96,POINT (-111.959611 48.998388)
Richford,Vermont,0203,US-Canada Border,Feb-24,Train Passengers,136,45.012,-72.589,POINT (-72.588559 45.01174)
Eagle Pass,Texas,2303,US-Mexico Border,Feb-24,Rail Containers Loaded,3259,28.705,-100.512,POINT (-100.511977 28.705483)
San Luis,Arizona,2608,US-Mexico Border,Feb-24,Trains,0,32.485,-114.782,POINT (-114.7822222 32.485)
Norton,Vermont,0211,US-Canada Border,Feb-24,Trains,49,45.011,-71.793,POINT (-71.793219 45.010771)
Port Huron,Michigan,3802,US-Canada Border,Feb-24,Trains,374,42.999,-82.424,POINT (-82.423611 42.998611)
Norton,Vermont,0211,US-Canada Border,Feb-24,Personal Vehicles,7708,45.011,-71.793,POINT (-71.793219 45.010771)
Naco,Arizona,2603,US-Mexico Border,Feb-24,Train Passengers,0,31.334,-109.948,POINT (-109.948413 31.334084)
Alexandria Bay,New York,0708,US-Canada Border,Feb-24,Rail Containers Loaded,0,44.347,-75.984,POINT (-75.983592 44.347229)
Highgate Springs,Vermont,0212,US-Canada Border,Feb-24,Rail Containers Empty,0,45.015,-73.085,POINT (-73.085037 45.015414)
Neche,North Dakota,3404,US-Canada Border,Feb-24,Train Passengers,0,49.001,-97.557,POINT (-97.557333 49.000527)
Point Roberts,Washington,3017,US-Canada Border,Feb-24,Truck Containers Loaded,0,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Champlain Rouses Point,New York,0712,US-Canada Border,Feb-24,Rail Containers Empty,0,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Antler,North Dakota,3413,US-Canada Border,Feb-24,Truck Containers Empty,0,48.999,-101.296,POINT (-101.296055 48.999472)
Fort Kent,Maine,0110,US-Canada Border,Feb-24,Bus Passengers,0,47.249,-68.604,POINT (-68.603918 47.249206)
Bridgewater,Maine,0127,US-Canada Border,Feb-24,Bus Passengers,0,46.45,-67.785,POINT (-67.78484 46.450335)
Warroad,Minnesota,3423,US-Canada Border,Feb-24,Personal Vehicles,16395,48.999,-95.377,POINT (-95.376555 48.999)
Maida,North Dakota,3416,US-Canada Border,Feb-24,Bus Passengers,24,49,-98.365,POINT (-98.36525 49.00025)
Neche,North Dakota,3404,US-Canada Border,Feb-24,Truck Containers Empty,0,49.001,-97.557,POINT (-97.557333 49.000527)
Morgan,Montana,3319,US-Canada Border,Feb-24,Bus Passengers,0,49,-107.832,POINT (-107.831819 48.999829)
Roseau,Minnesota,3426,US-Canada Border,Feb-24,Truck Containers Empty,6,49,-95.766,POINT (-95.766469 48.999538)
Sasabe,Arizona,2606,US-Mexico Border,Feb-24,Rail Containers Loaded,0,31.483,-111.544,POINT (-111.544363 31.483039)
El Paso,Texas,2402,US-Mexico Border,Feb-24,Buses,625,31.764,-106.451,POINT (-106.451188 31.764363)
Sasabe,Arizona,2606,US-Mexico Border,Feb-24,Pedestrians,96,31.483,-111.544,POINT (-111.544363 31.483039)
St John,North Dakota,3405,US-Canada Border,Feb-24,Personal Vehicle Passengers,3278,48.999,-99.659,POINT (-99.659111 48.999277)
Carbury,North Dakota,3421,US-Canada Border,Feb-24,Truck Containers Loaded,0,48.999,-100.556,POINT (-100.555805 48.999416)
Progreso,Texas,2309,US-Mexico Border,Feb-24,Truck Containers Empty,919,26.062,-97.95,POINT (-97.949958 26.062133)
Highgate Springs,Vermont,0212,US-Canada Border,Feb-24,Truck Containers Loaded,0,45.015,-73.085,POINT (-73.085037 45.015414)
Noonan,North Dakota,3420,US-Canada Border,Feb-24,Trucks,103,48.999,-103.004,POINT (-103.004361 48.999333)
Alcan,Alaska,3104,US-Canada Border,Feb-24,Bus Passengers,4434,62.615,-141.001,POINT (-141.001444 62.614961)
Piegan,Montana,3316,US-Canada Border,Feb-24,Train Passengers,0,48.998,-113.379,POINT (-113.378777 48.998083)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Trains,0,59.451,-136.362,POINT (-136.361944 59.450556)
Naco,Arizona,2603,US-Mexico Border,Feb-24,Trains,0,31.334,-109.948,POINT (-109.948413 31.334084)
Boundary,Washington,3015,US-Canada Border,Feb-24,Personal Vehicle Passengers,10206,49.001,-117.628,POINT (-117.627583 49.00075)
Hannah,North Dakota,3408,US-Canada Border,Feb-24,Bus Passengers,0,49,-98.694,POINT (-98.693777 49.000138)
Raymond,Montana,3301,US-Canada Border,Feb-24,Pedestrians,0,48.999,-104.574,POINT (-104.574333 48.999194)
Noonan,North Dakota,3420,US-Canada Border,Feb-24,Rail Containers Empty,0,48.999,-103.004,POINT (-103.004361 48.999333)
Richford,Vermont,0203,US-Canada Border,Feb-24,Rail Containers Empty,0,45.012,-72.589,POINT (-72.588559 45.01174)
International Falls,Minnesota,3604,US-Canada Border,Feb-24,Personal Vehicle Passengers,88236,48.608,-93.401,POINT (-93.401355 48.6078)
Derby Line,Vermont,0209,US-Canada Border,Feb-24,Truck Containers Empty,727,45.006,-72.099,POINT (-72.099279 45.005739)
Scobey,Montana,3309,US-Canada Border,Feb-24,Pedestrians,0,49,-105.408,POINT (-105.407638 48.999527)
San Luis,Arizona,2608,US-Mexico Border,Feb-24,Rail Containers Loaded,0,32.485,-114.782,POINT (-114.7822222 32.485)
Norton,Vermont,0211,US-Canada Border,Feb-24,Truck Containers Loaded,1637,45.011,-71.793,POINT (-71.793219 45.010771)
Nighthawk,Washington,3011,US-Canada Border,Feb-24,Buses,0,49,-119.671,POINT (-119.67103 49.000144)
Highgate Springs,Vermont,0212,US-Canada Border,Feb-24,Rail Containers Empty,0,45.015,-73.085,POINT (-73.085037 45.015414)
Neche,North Dakota,3404,US-Canada Border,Feb-24,Personal Vehicles,4336,49.001,-97.557,POINT (-97.557333 49.000527)
Nighthawk,Washington,3011,US-Canada Border,Feb-24,Rail Containers Loaded,0,49,-119.671,POINT (-119.67103 49.000144)
Antler,North Dakota,3413,US-Canada Border,Feb-24,Personal Vehicles,678,48.999,-101.296,POINT (-101.296055 48.999472)
Hidalgo,Texas,2305,US-Mexico Border,Feb-24,Rail Containers Empty,0,26.095,-98.271,POINT (-98.271092 26.095032)
Morgan,Montana,3319,US-Canada Border,Feb-24,Pedestrians,0,49,-107.832,POINT (-107.831819 48.999829)
Highgate Springs,Vermont,0212,US-Canada Border,Feb-24,Train Passengers,60,45.015,-73.085,POINT (-73.085037 45.015414)
Calexico,California,2503,US-Mexico Border,Feb-24,Trucks,15152,32.673,-115.388,POINT (-115.388018 32.673389)
Vanceboro,Maine,0105,US-Canada Border,Feb-24,Personal Vehicle Passengers,11850,45.569,-67.429,POINT (-67.428541 45.568761)
Whitetail,Montana,3312,US-Canada Border,Feb-24,Train Passengers,0,48.999,-105.162,POINT (-105.162324 48.999347)
Naco,Arizona,2603,US-Mexico Border,Feb-24,Truck Containers Empty,194,31.334,-109.948,POINT (-109.948413 31.334084)
Roma,Texas,2310,US-Mexico Border,Feb-24,Rail Containers Empty,0,26.404,-99.019,POINT (-99.018981 26.403928)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Trains,0,31.784,-107.628,POINT (-107.627948 31.783742)
Eastport,Idaho,3302,US-Canada Border,Feb-24,Trucks,5227,49.001,-116.181,POINT (-116.181027 49.000555)
Eagle Pass,Texas,2303,US-Mexico Border,Feb-24,Trucks,6257,28.705,-100.512,POINT (-100.511977 28.705483)
Whitetail,Montana,3312,US-Canada Border,Feb-24,Pedestrians,0,48.999,-105.162,POINT (-105.162324 48.999347)
Neche,North Dakota,3404,US-Canada Border,Feb-24,Truck Containers Loaded,0,49.001,-97.557,POINT (-97.557333 49.000527)
Calais,Maine,0115,US-Canada Border,Feb-24,Personal Vehicles,179545,45.189,-67.275,POINT (-67.275381 45.188548)
Calais,Maine,0115,US-Canada Border,Feb-24,Buses,17,45.189,-67.275,POINT (-67.275381 45.188548)
Skagway,Alaska,3103,US-Canada Border,Feb-24,Train Passengers,0,59.63,-135.164,POINT (-135.164444 59.629722)
Pinecreek,Minnesota,3425,US-Canada Border,Feb-24,Pedestrians,0,49,-95.978,POINT (-95.977694 48.999916)
Roseau,Minnesota,3426,US-Canada Border,Feb-24,Truck Containers Loaded,821,49,-95.766,POINT (-95.766469 48.999538)
Sarles,North Dakota,3409,US-Canada Border,Feb-24,Truck Containers Empty,0,49,-98.938,POINT (-98.938361 49.000027)
Kenneth G Ward,Washington,3023,US-Canada Border,Feb-24,Pedestrians,566,49.002,-122.485,POINT (-122.485027 49.002277)
Sweetgrass,Montana,3310,US-Canada Border,Feb-24,Personal Vehicles,16745,48.998,-111.96,POINT (-111.959611 48.998388)
Carbury,North Dakota,3421,US-Canada Border,Feb-24,Truck Containers Empty,0,48.999,-100.556,POINT (-100.555805 48.999416)
Noonan,North Dakota,3420,US-Canada Border,Feb-24,Train Passengers,0,48.999,-103.004,POINT (-103.004361 48.999333)
Eastport,Idaho,3302,US-Canada Border,Feb-24,Rail Containers Loaded,1889,49.001,-116.181,POINT (-116.181027 49.000555)
Maida,North Dakota,3416,US-Canada Border,Feb-24,Trucks,87,49,-98.365,POINT (-98.36525 49.00025)
Laurier,Washington,3016,US-Canada Border,Feb-24,Personal Vehicles,4757,49,-118.224,POINT (-118.223777 49.000083)
Otay Mesa,California,2506,US-Mexico Border,Feb-24,Pedestrians,41658,32.55,-116.939,POINT (-116.938538 32.55033)
Hannah,North Dakota,3408,US-Canada Border,Feb-24,Pedestrians,0,49,-98.694,POINT (-98.693777 49.000138)
St John,North Dakota,3405,US-Canada Border,Feb-24,Buses,2,48.999,-99.659,POINT (-99.659111 48.999277)
Brownsville,Texas,2301,US-Mexico Border,Feb-24,Buses,457,25.952,-97.401,POINT (-97.40067 25.95155)
Laurier,Washington,3016,US-Canada Border,Feb-24,Personal Vehicles,8729,49,-118.224,POINT (-118.223777 49.000083)
Walhalla,North Dakota,3407,US-Canada Border,Feb-24,Bus Passengers,204,49,-97.908,POINT (-97.908416 49.000472)
Highgate Springs,Vermont,0212,US-Canada Border,Feb-24,Buses,337,45.015,-73.085,POINT (-73.085037 45.015414)
Sherwood,North Dakota,3414,US-Canada Border,Feb-24,Train Passengers,0,48.999,-101.628,POINT (-101.627527 48.999305)
Morgan,Montana,3319,US-Canada Border,Feb-24,Train Passengers,0,49,-107.832,POINT (-107.831819 48.999829)
Sweetgrass,Montana,3310,US-Canada Border,Feb-24,Rail Containers Loaded,2128,48.998,-111.96,POINT (-111.959611 48.998388)
Oroville,Washington,3019,US-Canada Border,Feb-24,Bus Passengers,1634,49,-119.462,POINT (-119.461833 49.000083)
Ogdensburg,New York,0701,US-Canada Border,Feb-24,Bus Passengers,872,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Beecher Falls,Vermont,0206,US-Canada Border,Feb-24,Buses,2,45.013,-71.505,POINT (-71.505309 45.013411)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Truck Containers Loaded,0,59.451,-136.362,POINT (-136.361944 59.450556)
Fortuna,North Dakota,3417,US-Canada Border,Feb-24,Personal Vehicles,926,49,-103.809,POINT (-103.80925 48.999555)
Del Bonita,Montana,3322,US-Canada Border,Feb-24,Train Passengers,0,48.999,-112.788,POINT (-112.78825 48.998555)
Frontier,Washington,3020,US-Canada Border,Feb-24,Rail Containers Loaded,0,49,-117.832,POINT (-117.831527 49.0005)
Detroit,Michigan,3801,US-Canada Border,Feb-24,Buses,3218,42.332,-83.048,POINT (-83.047924 42.331685)
Massena,New York,0704,US-Canada Border,Feb-24,Pedestrians,2,44.991,-74.74,POINT (-74.739722 44.990556)
Eastport,Idaho,3302,US-Canada Border,Feb-24,Trucks,3434,49.001,-116.181,POINT (-116.181027 49.000555)
Northgate,North Dakota,3406,US-Canada Border,Feb-24,Trains,0,48.999,-102.275,POINT (-102.27475 48.998833)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Bus Passengers,200,31.784,-107.628,POINT (-107.627948 31.783742)
Laredo,Texas,2304,US-Mexico Border,Feb-24,Bus Passengers,19552,27.5,-99.507,POINT (-99.507412 27.499561)
Portland,Maine,0101,US-Canada Border,Feb-24,Truck Containers Loaded,0,43.659,-70.243,POINT (-70.243056 43.659444)
Hansboro,North Dakota,3415,US-Canada Border,Feb-24,Rail Containers Loaded,0,49,-99.347,POINT (-99.346527 48.999583)
Del Bonita,Montana,3322,US-Canada Border,Feb-24,Personal Vehicles,1777,48.999,-112.788,POINT (-112.78825 48.998555)
Antler,North Dakota,3413,US-Canada Border,Feb-24,Personal Vehicles,869,48.999,-101.296,POINT (-101.296055 48.999472)
Naco,Arizona,2603,US-Mexico Border,Feb-24,Rail Containers Empty,0,31.334,-109.948,POINT (-109.948413 31.334084)
Champlain Rouses Point,New York,0712,US-Canada Border,Feb-24,Bus Passengers,36205,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Roosville,Montana,3318,US-Canada Border,Feb-24,Rail Containers Loaded,0,49,-115.056,POINT (-115.056027 48.999638)
Frontier,Washington,3020,US-Canada Border,Feb-24,Buses,20,49,-117.832,POINT (-117.831527 49.0005)
Norton,Vermont,0211,US-Canada Border,Feb-24,Truck Containers Loaded,1105,45.011,-71.793,POINT (-71.793219 45.010771)
Portland,Maine,0101,US-Canada Border,Feb-24,Buses,0,43.659,-70.243,POINT (-70.243056 43.659444)
Westhope,North Dakota,3419,US-Canada Border,Feb-24,Trains,0,49,-101.017,POINT (-101.017277 48.999611)
Trout River,New York,0715,US-Canada Border,Feb-24,Bus Passengers,109,44.992,-74.308,POINT (-74.308172 44.992058)
El Paso,Texas,2402,US-Mexico Border,Feb-24,Buses,490,31.764,-106.451,POINT (-106.451188 31.764363)
Hansboro,North Dakota,3415,US-Canada Border,Feb-24,Rail Containers Loaded,0,49,-99.347,POINT (-99.346527 48.999583)
Del Rio,Texas,2302,US-Mexico Border,Feb-24,Personal Vehicles,163694,29.327,-100.928,POINT (-100.927612 29.326784)
Walhalla,North Dakota,3407,US-Canada Border,Feb-24,Personal Vehicle Passengers,6386,49,-97.908,POINT (-97.908416 49.000472)
Douglas,Arizona,2601,US-Mexico Border,Feb-24,Train Passengers,0,31.334,-109.56,POINT (-109.560344 31.334043)
Eagle Pass,Texas,2303,US-Mexico Border,Feb-24,Buses,400,28.705,-100.512,POINT (-100.511977 28.705483)
Limestone,Maine,0118,US-Canada Border,Feb-24,Rail Containers Empty,0,46.925,-67.79,POINT (-67.789597 46.924555)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Trucks,89,31.784,-107.628,POINT (-107.627948 31.783742)
Westhope,North Dakota,3419,US-Canada Border,Feb-24,Trains,0,49,-101.017,POINT (-101.017277 48.999611)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Feb-24,Train Passengers,177,46.509,-84.361,POINT (-84.360833 46.508611)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Personal Vehicle Passengers,46977,31.784,-107.628,POINT (-107.627948 31.783742)
Carbury,North Dakota,3421,US-Canada Border,Feb-24,Rail Containers Loaded,0,48.999,-100.556,POINT (-100.555805 48.999416)
Lukeville,Arizona,2602,US-Mexico Border,Feb-24,Truck Containers Empty,39,31.88,-112.817,POINT (-112.817077 31.880195)
Bridgewater,Maine,0127,US-Canada Border,Feb-24,Truck Containers Loaded,0,46.45,-67.785,POINT (-67.78484 46.450335)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Truck Containers Loaded,116,31.784,-107.628,POINT (-107.627948 31.783742)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Pedestrians,27,59.451,-136.362,POINT (-136.361944 59.450556)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Feb-24,Bus Passengers,156150,43.095,-79.056,POINT (-79.055847 43.09549)
Antler,North Dakota,3413,US-Canada Border,Feb-24,Train Passengers,0,48.999,-101.296,POINT (-101.296055 48.999472)
Piegan,Montana,3316,US-Canada Border,Feb-24,Rail Containers Loaded,0,48.998,-113.379,POINT (-113.378777 48.998083)
Fortuna,North Dakota,3417,US-Canada Border,Feb-24,Train Passengers,0,49,-103.809,POINT (-103.80925 48.999555)
Opheim,Montana,3317,US-Canada Border,Feb-24,Truck Containers Loaded,0,49,-106.378,POINT (-106.377583 48.999527)
Skagway,Alaska,3103,US-Canada Border,Feb-24,Pedestrians,0,59.63,-135.164,POINT (-135.164444 59.629722)
Rio Grande City,Texas,2307,US-Mexico Border,Feb-24,Bus Passengers,0,26.366,-98.803,POINT (-98.802513 26.365761)
Porthill,Idaho,3308,US-Canada Border,Feb-24,Trucks,399,49,-116.499,POINT (-116.49925 48.999861)
Danville,Washington,3012,US-Canada Border,Feb-24,Personal Vehicle Passengers,11871,49,-118.504,POINT (-118.503722 49.000083)
Kenneth G Ward,Washington,3023,US-Canada Border,Feb-24,Bus Passengers,848,49.002,-122.485,POINT (-122.485027 49.002277)
Neche,North Dakota,3404,US-Canada Border,Feb-24,Personal Vehicles,2807,49.001,-97.557,POINT (-97.557333 49.000527)
Piegan,Montana,3316,US-Canada Border,Feb-24,Truck Containers Loaded,113,48.998,-113.379,POINT (-113.378777 48.998083)
Northgate,North Dakota,3406,US-Canada Border,Feb-24,Train Passengers,0,48.999,-102.275,POINT (-102.27475 48.998833)
San Ysidro,California,2504,US-Mexico Border,Feb-24,Truck Containers Empty,0,32.543,-117.029,POINT (-117.028761 32.542528)
Skagway,Alaska,3103,US-Canada Border,Feb-24,Train Passengers,0,59.63,-135.164,POINT (-135.164444 59.629722)
Baudette,Minnesota,3424,US-Canada Border,Feb-24,Trains,149,48.719,-94.59,POINT (-94.590467 48.719109)
Sherwood,North Dakota,3414,US-Canada Border,Feb-24,Rail Containers Loaded,0,48.999,-101.628,POINT (-101.627527 48.999305)
Richford,Vermont,0203,US-Canada Border,Feb-24,Train Passengers,88,45.012,-72.589,POINT (-72.588559 45.01174)
Noonan,North Dakota,3420,US-Canada Border,Feb-24,Trains,0,48.999,-103.004,POINT (-103.004361 48.999333)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Feb-24,Train Passengers,3511,43.095,-79.056,POINT (-79.055847 43.09549)
Limestone,Maine,0118,US-Canada Border,Feb-24,Buses,0,46.925,-67.79,POINT (-67.789597 46.924555)
Calais,Maine,0115,US-Canada Border,Feb-24,Buses,139,45.189,-67.275,POINT (-67.275381 45.188548)
Opheim,Montana,3317,US-Canada Border,Feb-24,Personal Vehicles,1089,49,-106.378,POINT (-106.377583 48.999527)
Morgan,Montana,3319,US-Canada Border,Feb-24,Trains,0,49,-107.832,POINT (-107.831819 48.999829)
El Paso,Texas,2402,US-Mexico Border,Feb-24,Rail Containers Empty,1347,31.764,-106.451,POINT (-106.451188 31.764363)
Raymond,Montana,3301,US-Canada Border,Feb-24,Truck Containers Empty,99,48.999,-104.574,POINT (-104.574333 48.999194)
Metaline Falls,Washington,3025,US-Canada Border,Feb-24,Personal Vehicles,2427,49,-117.299,POINT (-117.299444 48.999972)
Sarles,North Dakota,3409,US-Canada Border,Feb-24,Rail Containers Empty,0,49,-98.938,POINT (-98.938361 49.000027)
Carbury,North Dakota,3421,US-Canada Border,Feb-24,Rail Containers Loaded,0,48.999,-100.556,POINT (-100.555805 48.999416)
Kenneth G Ward,Washington,3023,US-Canada Border,Feb-24,Truck Containers Empty,0,49.002,-122.485,POINT (-122.485027 49.002277)
Portal,North Dakota,3403,US-Canada Border,Feb-24,Rail Containers Empty,0,48.999,-102.552,POINT (-102.551944 48.998944)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Personal Vehicle Passengers,1344,59.451,-136.362,POINT (-136.361944 59.450556)
Pinecreek,Minnesota,3425,US-Canada Border,Feb-24,Buses,0,49,-95.978,POINT (-95.977694 48.999916)
San Luis,Arizona,2608,US-Mexico Border,Feb-24,Rail Containers Loaded,0,32.485,-114.782,POINT (-114.7822222 32.485)
Northgate,North Dakota,3406,US-Canada Border,Feb-24,Trucks,178,48.999,-102.275,POINT (-102.27475 48.998833)
Jackman,Maine,0104,US-Canada Border,Feb-24,Buses,5,45.806,-70.397,POINT (-70.396722 45.805661)
Fort Fairfield,Maine,0107,US-Canada Border,Feb-24,Trains,0,46.765,-67.789,POINT (-67.789471 46.765323)
Pembina,North Dakota,3401,US-Canada Border,Feb-24,Buses,297,49,-97.237,POINT (-97.237036 49.000453)
Houlton,Maine,0106,US-Canada Border,Feb-24,Trains,0,46.135,-67.781,POINT (-67.781288 46.134879)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Trains,0,31.784,-107.628,POINT (-107.627948 31.783742)
Skagway,Alaska,3103,US-Canada Border,Feb-24,Personal Vehicle Passengers,624,59.63,-135.164,POINT (-135.164444 59.629722)
Roma,Texas,2310,US-Mexico Border,Feb-24,Rail Containers Empty,0,26.404,-99.019,POINT (-99.018981 26.403928)
Antler,North Dakota,3413,US-Canada Border,Feb-24,Truck Containers Empty,0,48.999,-101.296,POINT (-101.296055 48.999472)
Morgan,Montana,3319,US-Canada Border,Feb-24,Rail Containers Empty,0,49,-107.832,POINT (-107.831819 48.999829)
Calais,Maine,0115,US-Canada Border,Feb-24,Rail Containers Loaded,56,45.189,-67.275,POINT (-67.275381 45.188548)
Detroit,Michigan,3801,US-Canada Border,Feb-24,Buses,4692,42.332,-83.048,POINT (-83.047924 42.331685)
