Port_Name,State,Port_Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Scobey,Montana,3309,US-Canada Border,Nov-23,Pedestrians,0,49,-105.408,POINT (-105.407638 48.999527)
Ferry,Washington,3013,US-Canada Border,Nov-23,Personal Vehicles,761,49,-118.761,POINT (-118.761166 49.000083)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Nov-23,Truck Containers Loaded,0,43.095,-79.056,POINT (-79.055847 43.09549)
Hannah,North Dakota,3408,US-Canada Border,Nov-23,Personal Vehicle Passengers,868,49,-98.694,POINT (-98.693777 49.000138)
Norton,Vermont,0211,US-Canada Border,Nov-23,Pedestrians,61,45.011,-71.793,POINT (-71.793219 45.010771)
Champlain Rouses Point,New York,0712,US-Canada Border,Nov-23,Personal Vehicles,72868,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Opheim,Montana,3317,US-Canada Border,Nov-23,Personal Vehicle Passengers,1077,49,-106.378,POINT (-106.377583 48.999527)
Houlton,Maine,0106,US-Canada Border,Nov-23,Pedestrians,57,46.135,-67.781,POINT (-67.781288 46.134879)
Noonan,North Dakota,3420,US-Canada Border,Nov-23,Truck Containers Empty,0,48.999,-103.004,POINT (-103.004361 48.999333)
San Luis,Arizona,2608,US-Mexico Border,Nov-23,Trains,0,32.485,-114.782,POINT (-114.7822222 32.485)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Nov-23,Bus Passengers,87150,43.095,-79.056,POINT (-79.055847 43.09549)
Laurier,Washington,3016,US-Canada Border,Nov-23,Train Passengers,57,49,-118.224,POINT (-118.223777 49.000083)
Westhope,North Dakota,3419,US-Canada Border,Nov-23,Train Passengers,0,49,-101.017,POINT (-101.017277 48.999611)
Presidio,Texas,2403,US-Mexico Border,Nov-23,Pedestrians,1045,29.562,-104.395,POINT (-104.394907 29.561827)
Douglas,Arizona,2601,US-Mexico Border,Nov-23,Bus Passengers,310,31.334,-109.56,POINT (-109.560344 31.334043)
Andrade,California,2502,US-Mexico Border,Nov-23,Truck Containers Empty,192,32.718,-114.728,POINT (-114.72832 32.718143)
Alexandria Bay,New York,0708,US-Canada Border,Nov-23,Rail Containers Empty,0,44.347,-75.984,POINT (-75.983592 44.347229)
Dunseith,North Dakota,3422,US-Canada Border,Nov-23,Truck Containers Empty,210,48.999,-100.052,POINT (-100.052166 48.999277)
Highgate Springs,Vermont,0212,US-Canada Border,Nov-23,Personal Vehicles,39465,45.015,-73.085,POINT (-73.085037 45.015414)
Del Bonita,Montana,3322,US-Canada Border,Nov-23,Personal Vehicles,1373,48.999,-112.788,POINT (-112.78825 48.998555)
Sarles,North Dakota,3409,US-Canada Border,Nov-23,Personal Vehicle Passengers,1199,49,-98.938,POINT (-98.938361 49.000027)
Calais,Maine,0115,US-Canada Border,Nov-23,Train Passengers,0,45.189,-67.275,POINT (-67.275381 45.188548)
Massena,New York,0704,US-Canada Border,Nov-23,Trains,0,44.991,-74.74,POINT (-74.739722 44.990556)
Derby Line,Vermont,0209,US-Canada Border,Nov-23,Rail Containers Loaded,198,45.006,-72.099,POINT (-72.099279 45.005739)
Porthill,Idaho,3308,US-Canada Border,Nov-23,Rail Containers Empty,0,49,-116.499,POINT (-116.49925 48.999861)
Dunseith,North Dakota,3422,US-Canada Border,Nov-23,Personal Vehicles,3468,48.999,-100.052,POINT (-100.052166 48.999277)
Del Bonita,Montana,3322,US-Canada Border,Nov-23,Personal Vehicle Passengers,4853,48.999,-112.788,POINT (-112.78825 48.998555)
Nighthawk,Washington,3011,US-Canada Border,Nov-23,Train Passengers,0,49,-119.671,POINT (-119.67103 49.000144)
Naco,Arizona,2603,US-Mexico Border,Nov-23,Bus Passengers,0,31.334,-109.948,POINT (-109.948413 31.334084)
Porthill,Idaho,3308,US-Canada Border,Nov-23,Bus Passengers,41,49,-116.499,POINT (-116.49925 48.999861)
Derby Line,Vermont,0209,US-Canada Border,Nov-23,Personal Vehicle Passengers,0,45.006,-72.099,POINT (-72.099279 45.005739)
Antler,North Dakota,3413,US-Canada Border,Nov-23,Rail Containers Loaded,0,48.999,-101.296,POINT (-101.296055 48.999472)
Derby Line,Vermont,0209,US-Canada Border,Nov-23,Truck Containers Loaded,6733,45.006,-72.099,POINT (-72.099279 45.005739)
St John,North Dakota,3405,US-Canada Border,Nov-23,Pedestrians,0,48.999,-99.659,POINT (-99.659111 48.999277)
Eagle Pass,Texas,2303,US-Mexico Border,Nov-23,Trains,98,28.705,-100.512,POINT (-100.511977 28.705483)
Roosville,Montana,3318,US-Canada Border,Nov-23,Truck Containers Empty,87,49,-115.056,POINT (-115.056027 48.999638)
Calais,Maine,0115,US-Canada Border,Nov-23,Personal Vehicle Passengers,248531,45.189,-67.275,POINT (-67.275381 45.188548)
Westhope,North Dakota,3419,US-Canada Border,Nov-23,Truck Containers Loaded,0,49,-101.017,POINT (-101.017277 48.999611)
Westhope,North Dakota,3419,US-Canada Border,Nov-23,Bus Passengers,0,49,-101.017,POINT (-101.017277 48.999611)
Port Huron,Michigan,3802,US-Canada Border,Nov-23,Trucks,55873,42.999,-82.424,POINT (-82.423611 42.998611)
Warroad,Minnesota,3423,US-Canada Border,Nov-23,Personal Vehicle Passengers,31950,48.999,-95.377,POINT (-95.376555 48.999)
Roma,Texas,2310,US-Mexico Border,Nov-23,Personal Vehicle Passengers,340711,26.404,-99.019,POINT (-99.018981 26.403928)
Detroit,Michigan,3801,US-Canada Border,Nov-23,Personal Vehicle Passengers,2167490,42.332,-83.048,POINT (-83.047924 42.331685)
Oroville,Washington,3019,US-Canada Border,Nov-23,Rail Containers Empty,0,49,-119.462,POINT (-119.461833 49.000083)
Laurier,Washington,3016,US-Canada Border,Nov-23,Rail Containers Empty,0,49,-118.224,POINT (-118.223777 49.000083)
Trout River,New York,0715,US-Canada Border,Nov-23,Personal Vehicles,18690,44.992,-74.308,POINT (-74.308172 44.992058)
Skagway,Alaska,3103,US-Canada Border,Nov-23,Bus Passengers,63,59.63,-135.164,POINT (-135.164444 59.629722)
Morgan,Montana,3319,US-Canada Border,Nov-23,Truck Containers Loaded,115,49,-107.832,POINT (-107.831819 48.999829)
Warroad,Minnesota,3423,US-Canada Border,Nov-23,Truck Containers Loaded,0,48.999,-95.377,POINT (-95.376555 48.999)
Portland,Maine,0101,US-Canada Border,Nov-23,Truck Containers Loaded,11,43.659,-70.243,POINT (-70.243056 43.659444)
Massena,New York,0704,US-Canada Border,Nov-23,Pedestrians,1,44.991,-74.74,POINT (-74.739722 44.990556)
Hannah,North Dakota,3408,US-Canada Border,Nov-23,Truck Containers Loaded,0,49,-98.694,POINT (-98.693777 49.000138)
Blaine,Washington,3004,US-Canada Border,Nov-23,Trucks,40642,48.994,-122.749,POINT (-122.748884 48.994045)
Vanceboro,Maine,0105,US-Canada Border,Nov-23,Truck Containers Empty,111,45.569,-67.429,POINT (-67.428541 45.568761)
Maida,North Dakota,3416,US-Canada Border,Nov-23,Buses,1,49,-98.365,POINT (-98.36525 49.00025)
Trout River,New York,0715,US-Canada Border,Nov-23,Train Passengers,135,44.992,-74.308,POINT (-74.308172 44.992058)
Pembina,North Dakota,3401,US-Canada Border,Nov-23,Train Passengers,0,49,-97.237,POINT (-97.237036 49.000453)
Antler,North Dakota,3413,US-Canada Border,Nov-23,Truck Containers Loaded,0,48.999,-101.296,POINT (-101.296055 48.999472)
Raymond,Montana,3301,US-Canada Border,Nov-23,Buses,16,48.999,-104.574,POINT (-104.574333 48.999194)
Del Rio,Texas,2302,US-Mexico Border,Nov-23,Rail Containers Loaded,0,29.327,-100.928,POINT (-100.927612 29.326784)
Port Huron,Michigan,3802,US-Canada Border,Nov-23,Rail Containers Loaded,14602,42.999,-82.424,POINT (-82.423611 42.998611)
Portland,Maine,0101,US-Canada Border,Nov-23,Truck Containers Loaded,0,43.659,-70.243,POINT (-70.243056 43.659444)
Del Bonita,Montana,3322,US-Canada Border,Nov-23,Truck Containers Loaded,33,48.999,-112.788,POINT (-112.78825 48.998555)
Progreso,Texas,2309,US-Mexico Border,Nov-23,Trucks,1477,26.062,-97.95,POINT (-97.949958 26.062133)
Kenneth G Ward,Washington,3023,US-Canada Border,Nov-23,Truck Containers Loaded,1781,49.002,-122.485,POINT (-122.485027 49.002277)
Lukeville,Arizona,2602,US-Mexico Border,Nov-23,Truck Containers Empty,46,31.88,-112.817,POINT (-112.817077 31.880195)
Hansboro,North Dakota,3415,US-Canada Border,Nov-23,Train Passengers,0,49,-99.347,POINT (-99.346527 48.999583)
Noonan,North Dakota,3420,US-Canada Border,Nov-23,Truck Containers Empty,0,48.999,-103.004,POINT (-103.004361 48.999333)
Eastport,Idaho,3302,US-Canada Border,Nov-23,Trains,42,49.001,-116.181,POINT (-116.181027 49.000555)
Roma,Texas,2310,US-Mexico Border,Nov-23,Pedestrians,32933,26.404,-99.019,POINT (-99.018981 26.403928)
Sumas,Washington,3009,US-Canada Border,Nov-23,Personal Vehicle Passengers,212032,49.002,-122.265,POINT (-122.264805 49.002388)
Kenneth G Ward,Washington,3023,US-Canada Border,Nov-23,Pedestrians,349,49.002,-122.485,POINT (-122.485027 49.002277)
Jackman,Maine,0104,US-Canada Border,Nov-23,Trains,59,45.806,-70.397,POINT (-70.396722 45.805661)
Del Rio,Texas,2302,US-Mexico Border,Nov-23,Truck Containers Empty,603,29.327,-100.928,POINT (-100.927612 29.326784)
Nogales,Arizona,2604,US-Mexico Border,Nov-23,Trucks,24109,31.333,-110.943,POINT (-110.942516 31.332839)
Derby Line,Vermont,0209,US-Canada Border,Nov-23,Rail Containers Empty,0,45.006,-72.099,POINT (-72.099279 45.005739)
Morgan,Montana,3319,US-Canada Border,Nov-23,Bus Passengers,0,49,-107.832,POINT (-107.831819 48.999829)
Kenneth G Ward,Washington,3023,US-Canada Border,Nov-23,Personal Vehicle Passengers,225745,49.002,-122.485,POINT (-122.485027 49.002277)
Opheim,Montana,3317,US-Canada Border,Nov-23,Personal Vehicle Passengers,1390,49,-106.378,POINT (-106.377583 48.999527)
Ambrose,North Dakota,3410,US-Canada Border,Nov-23,Truck Containers Loaded,0,48.999,-103.487,POINT (-103.486555 48.999305)
Bridgewater,Maine,0127,US-Canada Border,Nov-23,Truck Containers Loaded,0,46.45,-67.785,POINT (-67.78484 46.450335)
Del Bonita,Montana,3322,US-Canada Border,Nov-23,Train Passengers,0,48.999,-112.788,POINT (-112.78825 48.998555)
Pembina,North Dakota,3401,US-Canada Border,Nov-23,Rail Containers Empty,0,49,-97.237,POINT (-97.237036 49.000453)
Vanceboro,Maine,0105,US-Canada Border,Nov-23,Truck Containers Loaded,318,45.569,-67.429,POINT (-67.428541 45.568761)
Fortuna,North Dakota,3417,US-Canada Border,Nov-23,Rail Containers Empty,0,49,-103.809,POINT (-103.80925 48.999555)
Point Roberts,Washington,3017,US-Canada Border,Nov-23,Rail Containers Loaded,0,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Sherwood,North Dakota,3414,US-Canada Border,Nov-23,Truck Containers Loaded,0,48.999,-101.628,POINT (-101.627527 48.999305)
Limestone,Maine,0118,US-Canada Border,Nov-23,Pedestrians,0,46.925,-67.79,POINT (-67.789597 46.924555)
Antler,North Dakota,3413,US-Canada Border,Nov-23,Rail Containers Loaded,0,48.999,-101.296,POINT (-101.296055 48.999472)
Grand Portage,Minnesota,3613,US-Canada Border,Nov-23,Train Passengers,0,48.001,-89.585,POINT (-89.58515 48.001427)
Portal,North Dakota,3403,US-Canada Border,Nov-23,Train Passengers,315,48.999,-102.552,POINT (-102.551944 48.998944)
Houlton,Maine,0106,US-Canada Border,Nov-23,Truck Containers Loaded,0,46.135,-67.781,POINT (-67.781288 46.134879)
Rio Grande City,Texas,2307,US-Mexico Border,Nov-23,Pedestrians,6559,26.366,-98.803,POINT (-98.802513 26.365761)
Douglas,Arizona,2601,US-Mexico Border,Nov-23,Truck Containers Loaded,743,31.334,-109.56,POINT (-109.560344 31.334043)
Calexico East,California,2507,US-Mexico Border,Nov-23,Truck Containers Loaded,0,32.673,-115.388,POINT (-115.388018 32.673389)
Piegan,Montana,3316,US-Canada Border,Nov-23,Bus Passengers,0,48.998,-113.379,POINT (-113.378777 48.998083)
Warroad,Minnesota,3423,US-Canada Border,Nov-23,Pedestrians,7,48.999,-95.377,POINT (-95.376555 48.999)
Massena,New York,0704,US-Canada Border,Nov-23,Rail Containers Empty,0,44.991,-74.74,POINT (-74.739722 44.990556)
Highgate Springs,Vermont,0212,US-Canada Border,Nov-23,Bus Passengers,11572,45.015,-73.085,POINT (-73.085037 45.015414)
Andrade,California,2502,US-Mexico Border,Nov-23,Rail Containers Empty,0,32.718,-114.728,POINT (-114.72832 32.718143)
Progreso,Texas,2309,US-Mexico Border,Nov-23,Bus Passengers,1445,26.062,-97.95,POINT (-97.949958 26.062133)
Naco,Arizona,2603,US-Mexico Border,Nov-23,Bus Passengers,0,31.334,-109.948,POINT (-109.948413 31.334084)
Baudette,Minnesota,3424,US-Canada Border,Nov-23,Personal Vehicle Passengers,38342,48.719,-94.59,POINT (-94.590467 48.719109)
Calais,Maine,0115,US-Canada Border,Nov-23,Personal Vehicle Passengers,215521,45.189,-67.275,POINT (-67.275381 45.188548)
Fort Fairfield,Maine,0107,US-Canada Border,Nov-23,Personal Vehicles,22472,46.765,-67.789,POINT (-67.789471 46.765323)
Whitlash,Montana,3321,US-Canada Border,Nov-23,Pedestrians,0,48.997,-111.258,POINT (-111.257916 48.99725)
Detroit,Michigan,3801,US-Canada Border,Nov-23,Buses,3070,42.332,-83.048,POINT (-83.047924 42.331685)
Ferry,Washington,3013,US-Canada Border,Nov-23,Truck Containers Empty,0,49,-118.761,POINT (-118.761166 49.000083)
San Ysidro,California,2504,US-Mexico Border,Nov-23,Trains,0,32.543,-117.029,POINT (-117.028761 32.542528)
Hidalgo,Texas,2305,US-Mexico Border,Nov-23,Personal Vehicle Passengers,1697210,26.095,-98.271,POINT (-98.271092 26.095032)
Alcan,Alaska,3104,US-Canada Border,Nov-23,Bus Passengers,33,62.615,-141.001,POINT (-141.001444 62.614961)
Dalton Cache,Alaska,3106,US-Canada Border,Nov-23,Trucks,76,59.451,-136.362,POINT (-136.361944 59.450556)
Sumas,Washington,3009,US-Canada Border,Nov-23,Trains,0,49.002,-122.265,POINT (-122.264805 49.002388)
Neche,North Dakota,3404,US-Canada Border,Nov-23,Trains,0,49.001,-97.557,POINT (-97.557333 49.000527)
Eastport,Idaho,3302,US-Canada Border,Nov-23,Personal Vehicles,5724,49.001,-116.181,POINT (-116.181027 49.000555)
Port Huron,Michigan,3802,US-Canada Border,Nov-23,Rail Containers Empty,7376,42.999,-82.424,POINT (-82.423611 42.998611)
Norton,Vermont,0211,US-Canada Border,Nov-23,Truck Containers Empty,114,45.011,-71.793,POINT (-71.793219 45.010771)
Opheim,Montana,3317,US-Canada Border,Nov-23,Truck Containers Empty,0,49,-106.378,POINT (-106.377583 48.999527)
Noyes,Minnesota,3402,US-Canada Border,Nov-23,Bus Passengers,577,49,-97.207,POINT (-97.206601 49.000171)
Brownsville,Texas,2301,US-Mexico Border,Nov-23,Truck Containers Loaded,8619,25.952,-97.401,POINT (-97.40067 25.95155)
Tornillo,Texas,2404,US-Mexico Border,Nov-23,Trains,0,31.435,-106.143,POINT (-106.142669 31.435334)
Frontier,Washington,3020,US-Canada Border,Nov-23,Pedestrians,0,49,-117.832,POINT (-117.831527 49.0005)
Hidalgo,Texas,2305,US-Mexico Border,Nov-23,Truck Containers Loaded,11018,26.095,-98.271,POINT (-98.271092 26.095032)
Bridgewater,Maine,0127,US-Canada Border,Nov-23,Pedestrians,8,46.45,-67.785,POINT (-67.78484 46.450335)
Blaine,Washington,3004,US-Canada Border,Nov-23,Personal Vehicle Passengers,921806,48.994,-122.749,POINT (-122.748884 48.994045)
Tecate,California,2505,US-Mexico Border,Nov-23,Personal Vehicle Passengers,250105,32.576,-116.626,POINT (-116.626216 32.576428)
Andrade,California,2502,US-Mexico Border,Nov-23,Train Passengers,0,32.718,-114.728,POINT (-114.72832 32.718143)
Nighthawk,Washington,3011,US-Canada Border,Nov-23,Trains,0,49,-119.671,POINT (-119.67103 49.000144)
Neche,North Dakota,3404,US-Canada Border,Nov-23,Personal Vehicle Passengers,8000,49.001,-97.557,POINT (-97.557333 49.000527)
Del Rio,Texas,2302,US-Mexico Border,Nov-23,Personal Vehicle Passengers,378285,29.327,-100.928,POINT (-100.927612 29.326784)
Maida,North Dakota,3416,US-Canada Border,Nov-23,Personal Vehicles,1496,49,-98.365,POINT (-98.36525 49.00025)
Progreso,Texas,2309,US-Mexico Border,Nov-23,Buses,33,26.062,-97.95,POINT (-97.949958 26.062133)
Bridgewater,Maine,0127,US-Canada Border,Nov-23,Personal Vehicle Passengers,27503,46.45,-67.785,POINT (-67.78484 46.450335)
Del Rio,Texas,2302,US-Mexico Border,Nov-23,Pedestrians,23149,29.327,-100.928,POINT (-100.927612 29.326784)
Fortuna,North Dakota,3417,US-Canada Border,Nov-23,Trains,0,49,-103.809,POINT (-103.80925 48.999555)
Portal,North Dakota,3403,US-Canada Border,Nov-23,Pedestrians,711,48.999,-102.552,POINT (-102.551944 48.998944)
Boundary,Washington,3015,US-Canada Border,Nov-23,Train Passengers,0,49.001,-117.628,POINT (-117.627583 49.00075)
Dunseith,North Dakota,3422,US-Canada Border,Nov-23,Pedestrians,0,48.999,-100.052,POINT (-100.052166 48.999277)
Richford,Vermont,0203,US-Canada Border,Nov-23,Bus Passengers,27,45.012,-72.589,POINT (-72.588559 45.01174)
Roseau,Minnesota,3426,US-Canada Border,Nov-23,Rail Containers Empty,0,49,-95.766,POINT (-95.766469 48.999538)
Trout River,New York,0715,US-Canada Border,Nov-23,Buses,5,44.992,-74.308,POINT (-74.308172 44.992058)
Antler,North Dakota,3413,US-Canada Border,Nov-23,Bus Passengers,18,48.999,-101.296,POINT (-101.296055 48.999472)
Champlain Rouses Point,New York,0712,US-Canada Border,Nov-23,Pedestrians,180,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
